"","Nest","Init","Year","Site","Win_Hi","Spr_Hi","wxt","sxt","wxw","sxw","wsi","wi"
"745","TLM091",158,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"746","TLM093",155,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"747","TLM099",155,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"748","TLM101",155,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"749","TLM102",158,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"750","TLM103",155,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"751","TLM104",162,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"752","TLM105",159,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"753","TLM106",161,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"754","TLM107",159,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"755","TLM108",161,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"756","TLM112",154,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"757","TLM116",155,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"758","TLM118",159,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"759","TLM123",165,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"760","TLM092",152,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"761","BG010",149,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"762","BG022",155,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"763","BG034",155,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"764","BG040",157,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"765","BG043",157,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"766","BG097",157,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"767","MLS011",153,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"768","MLS039",152,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"769","MLS041",155,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"770","MLS069",157,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"771","MLS073",163,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"772","TLM008",148,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"773","TLM014",152,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"774","TLM051",149,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"775","TLM085",157,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"776","MLS031",150,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"777","TLM124",169,2000,"kig",73,10,15,0,6,0,202.9819295,165.6570134
"778","DVS075",157,2001,"kig",0,10,0,0,11,3,12.47664925,0
"779","DVS081",152,2001,"kig",0,10,0,0,11,3,12.47664925,0
"780","HCW036",154,2001,"kig",0,10,0,0,11,3,12.47664925,0
"781","DVS008",155,2001,"kig",0,10,0,0,11,3,12.47664925,0
"782","DVS027",156,2001,"kig",0,10,0,0,11,3,12.47664925,0
"783","DVS043",155,2001,"kig",0,10,0,0,11,3,12.47664925,0
"784","DVS055",155,2001,"kig",0,10,0,0,11,3,12.47664925,0
"785","DVS059",155,2001,"kig",0,10,0,0,11,3,12.47664925,0
"786","DVS069",148,2001,"kig",0,10,0,0,11,3,12.47664925,0
"787","HCW004",147,2001,"kig",0,10,0,0,11,3,12.47664925,0
"788","HCW012",153,2001,"kig",0,10,0,0,11,3,12.47664925,0
"789","HCW016",152,2001,"kig",0,10,0,0,11,3,12.47664925,0
"790","HCW022",153,2001,"kig",0,10,0,0,11,3,12.47664925,0
"791","HCW023",157,2001,"kig",0,10,0,0,11,3,12.47664925,0
"792","HCW032",158,2001,"kig",0,10,0,0,11,3,12.47664925,0
"793","HCW034",160,2001,"kig",0,10,0,0,11,3,12.47664925,0
"794","HCW041",157,2001,"kig",0,10,0,0,11,3,12.47664925,0
"795","HCW043",158,2001,"kig",0,10,0,0,11,3,12.47664925,0
"796","HCW047",158,2001,"kig",0,10,0,0,11,3,12.47664925,0
"797","HCW060",165,2001,"kig",0,10,0,0,11,3,12.47664925,0
"798","MLW014",153,2001,"kig",0,10,0,0,11,3,12.47664925,0
"799","MLW030",157,2001,"kig",0,10,0,0,11,3,12.47664925,0
"800","MLW038",159,2001,"kig",0,10,0,0,11,3,12.47664925,0
"801","MLW043",155,2001,"kig",0,10,0,0,11,3,12.47664925,0
"802","MLW048",154,2001,"kig",0,10,0,0,11,3,12.47664925,0
"803","MLW050",163,2001,"kig",0,10,0,0,11,3,12.47664925,0
"804","MLW060",155,2001,"kig",0,10,0,0,11,3,12.47664925,0
"805","MLW065",163,2001,"kig",0,10,0,0,11,3,12.47664925,0
"806","CEF004",136,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"807","CEF005",149,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"808","CEF010",147,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"809","CEF012",146,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"810","CEF013",146,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"811","CEF016",140,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"812","CEF018",150,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"813","CEF021",147,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"814","HCW001",143,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"815","HCW003",143,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"816","HCW006",141,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"817","HCW008",144,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"818","HCW011",139,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"819","HCW013",145,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"820","HCW014",145,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"821","HCW018",140,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"822","HCW021",146,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"823","HCW023",140,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"824","HCW026",144,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"825","HCW030",147,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"826","HCW032",141,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"827","HCW037",142,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"828","HCW038",146,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"829","HCW039",145,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"830","HCW042",148,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"831","HCW044",139,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"832","HCW047",147,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"833","HCW048",149,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"834","HCW050",143,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"835","HCW055",145,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"836","HCW062",154,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"837","HCW070",155,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"838","HCW072",147,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"839","HCW076",147,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"840","HMW011",144,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"841","HMW012",144,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"842","HMW014",144,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"843","HMW022",141,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"844","HMW023",139,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"845","HMW024",145,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"846","HMW025",145,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"847","HMW035",146,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"848","HMW039",140,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"849","HMW048",148,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"850","HMW050",149,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"851","HMW052",137,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"852","HMW053",147,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"853","HMW055",149,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"854","HMW061",141,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"855","HMW063",137,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"856","HMW064",138,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"857","HMW066",146,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"858","HMW067",142,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"859","HMW068",140,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"860","HMW069",148,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"861","HMW075",150,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"862","HMW100",150,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"863","HMW106",142,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"864","HMW107",145,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"865","HMW115",151,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"866","HMW116",153,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"867","HMW119",153,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"868","HMW120",152,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"869","HMW123",146,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"870","HMW125",136,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"871","HMW136",143,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"872","HMW150",148,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"873","HMW156",154,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"874","HMW157",138,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"875","HMW163",145,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"876","HMW166",152,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"877","HMW168",146,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"878","HMW178",140,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"879","HMW183",153,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"880","HMW187",157,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"881","HMW192",158,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"882","JLO004",141,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"883","JLO010",142,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"884","JLO012",145,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"885","JLO014",145,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"886","JLO016",140,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"887","JLO017",140,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"888","JLO018",144,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"889","JLO020",144,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"890","JLO021",144,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"891","JLO023",141,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"892","JLO024",144,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"893","JLO025",148,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"894","JLO032",140,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"895","JLO038",142,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"896","JLO040",148,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"897","JLO043",152,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"898","JLO044",141,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"899","JLO046",145,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"900","JLO048",145,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"901","JLO055",140,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"902","JLO066",146,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"903","MLW002",143,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"904","MLW011",145,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"905","MLW014",145,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"906","MLW023",150,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"907","RMO003",151,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"908","CEF001",151,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"909","CEF006",146,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"910","CEF008",152,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"911","HCW049",141,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"912","HMW029",142,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"913","HMW034",148,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"914","HMW060",147,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"915","HMW079",151,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"916","HMW087",151,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"917","HMW109",151,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"918","HMW151",154,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"919","HMW155",156,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"920","HMW175",156,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"921","HMW195",149,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"922","HMW208",163,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"923","HMW211",155,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"924","JLO008",146,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"925","JLO013",143,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"926","JLO015",140,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"927","JLO028",143,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"928","JLO029",143,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"929","JLO034",147,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"930","JLO053",147,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"931","TEH002",164,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"932","CEF011",146,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"933","HCW025",141,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"934","HCW043",148,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"935","HMW098",150,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"936","JLO050",135,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"937","MLW003",144,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"938","MLW004",144,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"939","MLW005",144,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"940","MLW012",145,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"941","MLW013",145,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"942","MLW016",159,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"943","TLM121",139,2002,"kig",51,18,19,0,14,2,183.057714,141.1610514
"944","HCW003",136,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"945","HCW007",136,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"946","HCW014",143,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"947","HCW017",142,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"948","HCW028",143,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"949","HCW029",146,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"950","HCW032",152,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"951","HCW038",155,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"952","HMW020",141,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"953","HMW042",146,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"954","HMW063",147,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"955","HMW080",149,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"956","HMW090",141,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"957","HMW093",151,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"958","HMW094",144,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"959","HMW096",144,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"960","HMW101",147,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"961","HMW129",149,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"962","HMW136",153,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"963","HMW145",158,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"964","HMW161",154,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"965","HMW166",154,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"966","HMW172",145,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"967","HMW174",148,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"968","JLO001",142,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"969","JLO004",142,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"970","JLO005",140,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"971","JLO008",146,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"972","JLO020",149,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"973","JLO024",134,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"974","JLO025",144,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"975","JLO028",151,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"976","JLO037",148,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"977","JLO045",158,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"978","JLO046",153,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"979","MLW003",143,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"980","MLW005",145,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"981","MLW009",146,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"982","MLW010",146,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"983","MLW019",148,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"984","MLW020",148,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"985","MLW023",140,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"986","MLW024",139,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"987","MLW033",147,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"988","MLW049",155,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"989","MLW050",155,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"990","TJO001",144,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"991","TJO004",144,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"992","TJO005",144,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"993","TJO006",144,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"994","TJO008",144,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"995","TJO010",144,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"996","TJO012",145,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"997","TJO013",136,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"998","TJO021",146,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"999","TJO022",137,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1000","TJO023",143,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1001","TJO024",143,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1002","TJO028",146,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1003","TJO030",148,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1004","TJO031",150,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1005","TJO039",146,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1006","TJO050",140,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1007","HCW009",144,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1008","HCW022",147,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1009","HCW040",151,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1010","HCW043",158,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1011","HCW044",159,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1012","HCW045",156,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1013","HCW047",153,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1014","HMW039",146,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1015","HMW041",146,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1016","HMW049",147,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1017","HMW050",146,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1018","HMW051",147,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1019","HMW052",147,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1020","HMW098",154,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1021","HMW102",153,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1022","HMW113",153,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1023","HMW118",155,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1024","HMW120",150,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1025","HMW121",145,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1026","HMW148",157,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1027","HMW158",161,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1028","HMW160",152,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1029","HMW168",153,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1030","HMW179",159,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1031","HMW189",156,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1032","JLO002",142,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1033","JLO003",139,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1034","JLO007",141,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1035","JLO009",135,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1036","JLO016",138,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1037","JLO027",151,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1038","JLO029",147,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1039","JLO036",142,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1040","JLO038",152,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1041","MLW006",145,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1042","MLW013",147,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1043","MLW017",148,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1044","MLW029",151,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1045","MLW032",151,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1046","MLW040",145,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1047","PLF002",155,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1048","TJO009",144,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1049","TJO011",144,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1050","TJO015",146,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1051","TJO020",137,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1052","TJO026",144,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1053","TJO027",147,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1054","TJO032",148,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1055","TJO040",150,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1056","TJO043",145,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1057","TJO044",151,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1058","TJO057",158,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1059","TJO058",157,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1060","TJO059",158,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1061","HMW144",145,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1062","HMW159",161,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1063","HMW178",162,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1064","HMW180",165,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1065","MLW004",133,2003,"kig",35,9,0,0,3,3,114.3570387,101.6277179
"1066","BNS001",138,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1067","BNS002",136,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1068","BNS005",139,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1069","BNS008",141,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1070","BNS013",137,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1071","BNS015",143,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1072","BNS021",131,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1073","BNS022",139,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1074","BNS024",143,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1075","BNS025",139,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1076","BNS026",132,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1077","BNS030",145,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1078","BNS031",141,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1079","BNS034",142,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1080","BNS038",146,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1081","BNS039",146,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1082","BNS040",146,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1083","BNS041",145,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1084","BNS042",143,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1085","BNS043",142,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1086","BNS044",143,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1087","BNS046",136,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
"1088","BNS054",155,2004,"kig",42,3,0,4,7,2,117.5891474,114.2933105
