"","Nest","Init","Year","Site","Win_Hi","Spr_Hi","wxt","sxt","wxw","sxw","wsi","wi"
"1","ADS001",141,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"2","ADS002",143,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"3","ADS003",141,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"4","ADS004",141,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"5","ADS008",145,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"6","ADS014",145,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"7","ADS017",145,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"8","ADS022",148,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"9","ADS030",147,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"10","ADS031",151,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"11","ADS032",148,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"12","ADS036",139,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"13","ADS037",146,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"14","KSB001",140,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"15","KSB002",140,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"16","KSB005",154,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"17","KSB006",147,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"18","KSB011",147,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"19","KSB014",151,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"20","KSB017",150,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"21","TDB002",155,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"22","TLM004",141,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"23","TLM007",142,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"24","TLM012",140,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"25","TLM014",143,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"26","TLM016",141,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"27","TLM017",141,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"28","TLM021",143,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"29","TLM023",143,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"30","TLM026",140,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"31","TLM029",147,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"32","TLM031",145,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"33","TLM033",145,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"34","TLM042",145,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"35","TLM043",145,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"36","TLM045",133,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"37","TLM047",143,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"38","TLM051",144,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"39","TLM052",151,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"40","TLM053",142,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"41","TLM067",152,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"42","TLM070",146,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"43","TLM071",147,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"44","TLM073",150,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"45","TLM074",144,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"46","TLM075",145,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"47","TLM078",148,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"48","TLM079",150,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"49","TLM082",148,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"50","TLM083",155,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"51","TLM087",142,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"52","TLM088",148,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"53","TLM091",138,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"54","TLM094",144,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"55","TLM096",149,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"56","TLM097",146,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"57","ADS010",142,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"58","ADS027",153,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"59","ADS028",150,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"60","ADS029",150,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"61","ADS035",152,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"62","ADS040",147,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"63","ADS044",144,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"64","ADS046",158,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"65","KSB009",149,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"66","TDB001",155,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"67","TDB003",155,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"68","TLM003",141,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"69","TLM006",142,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"70","TLM019",146,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"71","TLM028",141,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"72","TLM032",142,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"73","TLM046",146,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"74","TLM054",152,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"75","TLM080",140,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"76","TLM099",156,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"77","KSB007",150,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"78","TLM001",141,1994,"kig",46,9,14,1,7,1,127.9954988,98.1253026
"79","MRB003",143,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"80","MRB004",140,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"81","MRB007",144,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"82","MRB010",146,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"83","MRB011",143,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"84","MRB012",146,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"85","MRB014",147,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"86","MRB016",141,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"87","MRB019",148,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"88","MRB021",140,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"89","MRB025",141,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"90","MRB030",144,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"91","MRB033",144,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"92","MRB034",146,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"93","MRB036",143,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"94","MRB040",146,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"95","MRB041",147,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"96","MRB042",144,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"97","MRB049",149,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"98","MRB050",156,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"99","MRB051",148,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"100","MRB052",151,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"101","MRB053",157,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"102","MRB054",151,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"103","MRB055",154,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"104","MRB061",148,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"105","MRB063",153,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"106","MRB065",146,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"107","MRB067",147,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"108","MRB071",155,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"109","TLM007",143,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"110","TLM018",142,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"111","TLM026",144,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"112","TLM029",141,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"113","TLM030",145,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"114","TLM031",142,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"115","TLM039",144,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"116","TLM040",146,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"117","TLM043",144,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"118","TLM044",145,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"119","TLM045",148,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"120","TLM046",145,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"121","TLM048",145,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"122","TLM051",147,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"123","TLM052",145,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"124","TLM056",152,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"125","TLM057",144,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"126","TLM058",139,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"127","TLM059",152,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"128","TLM060",143,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"129","TLM061",143,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"130","TLM062",153,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"131","TLM064",144,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"132","TLM065",152,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"133","TLM067",152,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"134","TLM069",144,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"135","TLM071",148,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"136","TLM072",154,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"137","TLM073",155,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"138","TLM075",155,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"139","TLM076",146,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"140","TLM078",138,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"141","TLM081",153,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"142","TLM084",150,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"143","TLM089",152,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"144","TLM090",155,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"145","TLM091",142,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"146","TLM094",145,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"147","TLM096",151,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"148","TLM098",152,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"149","MRB017",145,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"150","MRB022",149,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"151","MRB027",145,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"152","MRB031",135,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"153","MRB032",148,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"154","MRB037",152,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"155","MRB039",145,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"156","MRB056",151,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"157","MRB060",155,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"158","MRB062",145,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"159","MRB064",153,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"160","TLM016",144,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"161","TLM017",145,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"162","TLM019",145,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"163","TLM028",147,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"164","TLM032",145,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"165","TLM034",146,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"166","TLM066",144,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"167","TLM074",148,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"168","TLM079",158,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"169","TLM080",156,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"170","TLM082",156,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"171","TLM092",158,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"172","TLM097",151,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"173","MRB029",145,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"174","TLM093",164,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"175","TLM099",163,1995,"kig",79,7,13,5,9,1,260.7110917,251.8700774
"176","EFS001",134,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"177","EFS004",136,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"178","EFS005",139,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"179","EFS007",137,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"180","EFS010",139,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"181","EFS011",138,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"182","EFS013",140,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"183","EFS015",141,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"184","EFS020",142,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"185","EFS023",145,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"186","EFS024",144,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"187","EFS025",138,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"188","EFS027",142,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"189","EFS028",145,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"190","EFS029",145,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"191","EFS032",146,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"192","EFS035",146,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"193","EFS036",137,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"194","EFS038",137,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"195","EFS040",140,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"196","EFS042",142,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"197","EFS046",148,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"198","EFS049",143,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"199","EFS051",150,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"200","EFS052",141,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"201","EFS053",141,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"202","EFS054",139,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"203","EFS058",151,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"204","EFS060",146,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"205","EFS062",145,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"206","EFS066",146,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"207","EFS068",150,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"208","EFS070",138,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"209","EFS071",138,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"210","EFS072",143,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"211","EFS073",140,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"212","EFS074",140,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"213","TLM001",133,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"214","TLM002",137,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"215","TLM003",139,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"216","TLM004",139,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"217","TLM005",139,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"218","TLM006",139,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"219","TLM007",136,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"220","TLM008",139,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"221","TLM009",139,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"222","TLM011",140,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"223","TLM013",140,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"224","TLM014",140,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"225","TLM017",141,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"226","TLM020",139,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"227","TLM024",143,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"228","TLM025",143,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"229","TLM028",142,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"230","TLM030",143,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"231","TLM037",145,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"232","TLM040",144,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"233","TLM048",145,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"234","TLM049",146,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"235","TLM050",145,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"236","TLM051",145,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"237","TLM052",144,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"238","TLM053",148,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"239","TLM054",145,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"240","TLM056",143,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"241","TLM058",143,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"242","TLM060",149,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"243","TLM063",146,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"244","TLM067",141,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"245","TLM069",144,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"246","TLM070",143,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"247","TLM072",145,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"248","TLM073",145,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"249","TLM075",148,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"250","TLM080",149,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"251","TLM082",143,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"252","TLM083",149,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"253","TLM084",152,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"254","TLM085",147,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"255","TLM086",144,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"256","TLM087",144,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"257","TLM088",147,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"258","TLM089",150,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"259","TLM094",155,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"260","TLM095",146,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"261","TLM096",153,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"262","TLM097",150,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"263","TLM098",147,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"264","TLM099",155,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"265","TLM100",144,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"266","TLM103",149,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"267","TLM104",139,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"268","TLM107",147,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"269","TLM108",151,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"270","TLM109",151,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"271","TLM110",143,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"272","EFS003",136,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"273","EFS008",138,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"274","EFS018",135,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"275","EFS022",142,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"276","EFS034",137,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"277","EFS039",149,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"278","EFS041",149,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"279","EFS069",145,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"280","TLM010",140,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"281","TLM019",142,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"282","TLM026",143,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"283","TLM027",143,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"284","TLM029",143,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"285","TLM055",139,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"286","TLM057",143,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"287","TLM102",145,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"288","TLM074",148,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"289","TLM115",159,1996,"kig",55,5,6,2,8,3,186.6332888,178.5860993
"290","EFS001",135,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"291","EFS004",135,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"292","EFS013",137,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"293","EFS018",135,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"294","EFS022",136,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"295","EFS025",134,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"296","EFS026",143,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"297","EFS028",137,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"298","EFS029",145,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"299","EFS030",142,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"300","EFS032",139,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"301","EFS033",137,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"302","EFS034",138,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"303","EFS035",141,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"304","EFS037",147,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"305","EFS038",147,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"306","EFS042",139,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"307","EFS048",148,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"308","EFS050",148,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"309","EFS052",136,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"310","EFS056",146,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"311","EFS061",151,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"312","GJH004",135,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"313","GJH015",138,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"314","GJH016",135,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"315","GJH022",139,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"316","GJH026",134,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"317","GJH027",134,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"318","GJH028",142,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"319","GJH029",136,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"320","GJH030",142,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"321","GJH031",136,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"322","GJH034",141,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"323","GJH035",144,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"324","GJH037",144,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"325","GJH040",142,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"326","GJH043",139,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"327","GJH047",143,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"328","GJH048",146,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"329","GJH049",142,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"330","GJH051",132,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"331","GJH052",146,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"332","GJH053",149,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"333","GJH054",147,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"334","GJH057",151,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"335","GJH058",149,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"336","GJH062",153,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"337","MMB003",136,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"338","MMB011",138,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"339","MMB013",143,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"340","MMB015",137,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
"341","MMB016",144,1997,"kig",39,13,5,1,6,0,109.697954,74.96731801
