,Nest,FirstFound,LastPresent,LastChecked,Fate,Freq,Init,AgeDay1,Year,Site,Win_Hi,Win_Lo,Spr_Hi,Spr_Lo,wxt,sxt,wxw,sxw,wsi,wi
1,ADS001,1,27,27,0,1,141,2,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
2,ADS002,3,26,26,0,1,143,0,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
3,ADS003,4,27,27,0,1,141,2,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
4,ADS004,4,20,20,0,1,141,2,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
5,ADS008,5,27,27,0,1,145,-2,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
6,ADS014,8,24,24,0,1,145,-2,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
7,ADS017,8,29,29,0,1,145,-2,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
8,ADS022,8,30,30,0,1,148,-5,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
9,ADS030,13,34,34,0,1,147,-4,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
10,ADS031,14,36,36,0,1,151,-8,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
11,ADS032,4,31,31,0,1,148,-5,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
12,ADS036,15,31,31,0,1,139,4,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
13,ADS037,15,31,31,0,1,146,-3,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
14,KSB001,16,27,27,0,1,140,3,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
15,KSB002,16,30,30,0,1,140,3,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
16,KSB005,18,36,36,0,1,154,-11,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
17,KSB006,18,29,29,0,1,147,-4,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
18,KSB011,26,32,32,0,1,147,-4,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
19,KSB014,27,39,39,0,1,151,-8,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
20,KSB017,29,32,32,0,1,150,-7,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
21,TDB002,24,47,47,0,1,155,-12,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
22,TLM004,1,24,24,0,1,141,2,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
23,TLM007,2,26,26,0,1,142,1,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
24,TLM012,3,24,24,0,1,140,3,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
25,TLM014,3,28,28,0,1,143,0,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
26,TLM016,4,27,27,0,1,141,2,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
27,TLM017,4,25,25,0,1,141,2,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
28,TLM021,6,28,28,0,1,143,0,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
29,TLM023,6,29,29,0,1,143,0,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
30,TLM026,6,18,18,0,1,140,3,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
31,TLM029,7,31,31,0,1,147,-4,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
32,TLM031,8,30,30,0,1,145,-2,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
33,TLM033,8,24,24,0,1,145,-2,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
34,TLM042,8,28,28,0,1,145,-2,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
35,TLM043,8,30,30,0,1,145,-2,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
36,TLM045,9,20,20,0,1,133,10,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
37,TLM047,9,27,27,0,1,143,0,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
38,TLM051,10,23,23,0,1,144,-1,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
39,TLM052,11,34,34,0,1,151,-8,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
40,TLM053,11,25,25,0,1,142,1,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
41,TLM067,12,33,33,0,1,152,-9,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
42,TLM070,12,25,25,0,1,146,-3,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
43,TLM071,13,29,29,0,1,147,-4,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
44,TLM073,13,24,24,0,1,150,-7,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
45,TLM074,13,29,29,0,1,144,-1,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
46,TLM075,14,26,26,0,1,145,-2,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
47,TLM078,14,29,29,0,1,148,-5,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
48,TLM079,16,29,29,0,1,150,-7,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
49,TLM082,17,29,29,0,1,148,-5,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
50,TLM083,18,37,37,0,1,155,-12,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
51,TLM087,18,24,24,0,1,142,1,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
52,TLM088,19,33,33,0,1,148,-5,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
53,TLM091,19,21,21,0,1,138,5,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
54,TLM094,20,26,26,0,1,144,-1,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
55,TLM096,25,33,33,0,1,149,-6,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
56,TLM097,26,28,28,0,1,146,-3,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
57,ADS010,5,25,27,1,1,142,1,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
58,ADS027,13,13,23,1,1,153,-10,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
59,ADS028,13,13,23,1,1,150,-7,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
60,ADS029,13,23,33,1,1,150,-7,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
61,ADS035,15,32,36,1,1,152,-9,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
62,ADS040,16,31,36,1,1,147,-4,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
63,ADS044,20,20,26,1,1,144,-1,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
64,ADS046,24,31,33,1,1,158,-15,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
65,KSB009,25,32,33,1,1,149,-6,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
66,TDB001,21,31,37,1,1,155,-12,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
67,TDB003,24,34,36,1,1,155,-12,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
68,TLM003,1,1,11,1,1,141,2,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
69,TLM006,2,2,12,1,1,142,1,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
70,TLM019,6,26,29,1,1,146,-3,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
71,TLM028,7,7,24,1,1,141,2,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
72,TLM032,8,8,18,1,1,142,1,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
73,TLM046,9,29,31,1,1,146,-3,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
74,TLM054,12,12,22,1,1,152,-9,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
75,TLM080,16,16,26,1,1,140,3,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
76,TLM099,34,36,37,1,1,156,-13,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
77,KSB007,19,32,32,0,1,150,-7,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
78,TLM001,1,24,24,0,1,141,2,1994,kig,46,50,9,0,14,1,7,1,127.9954988,98.1253026
79,MRB003,1,24,24,0,1,143,2,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
80,MRB004,1,21,21,0,1,140,5,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
81,MRB007,2,22,22,0,1,144,1,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
82,MRB010,4,27,27,0,1,146,-1,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
83,MRB011,4,26,26,0,1,143,2,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
84,MRB012,4,25,25,0,1,146,-1,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
85,MRB014,5,27,27,0,1,147,-2,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
86,MRB016,5,23,23,0,1,141,4,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
87,MRB019,6,28,28,0,1,148,-3,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
88,MRB021,7,23,23,0,1,140,5,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
89,MRB025,8,21,21,0,1,141,4,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
90,MRB030,9,25,25,0,1,144,1,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
91,MRB033,9,24,24,0,1,144,1,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
92,MRB034,10,26,26,0,1,146,-1,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
93,MRB036,10,24,24,0,1,143,2,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
94,MRB040,10,23,23,0,1,146,-1,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
95,MRB041,11,25,25,0,1,147,-2,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
96,MRB042,11,25,25,0,1,144,1,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
97,MRB049,14,28,28,0,1,149,-4,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
98,MRB050,14,38,38,0,1,156,-11,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
99,MRB051,15,29,29,0,1,148,-3,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
100,MRB052,15,33,33,0,1,151,-6,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
101,MRB053,15,36,36,0,1,157,-12,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
102,MRB054,15,32,32,0,1,151,-6,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
103,MRB055,15,33,33,0,1,154,-9,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
104,MRB061,19,30,30,0,1,148,-3,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
105,MRB063,20,34,34,0,1,153,-8,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
106,MRB065,23,31,31,0,1,146,-1,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
107,MRB067,24,28,28,0,1,147,-2,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
108,MRB071,32,36,36,0,1,155,-10,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
109,TLM007,1,24,24,0,1,143,2,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
110,TLM018,3,24,24,0,1,142,3,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
111,TLM026,5,27,27,0,1,144,1,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
112,TLM029,5,21,21,0,1,141,4,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
113,TLM030,6,26,26,0,1,145,0,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
114,TLM031,6,19,19,0,1,142,3,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
115,TLM039,8,23,23,0,1,144,1,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
116,TLM040,8,27,27,0,1,146,-1,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
117,TLM043,9,23,23,0,1,144,1,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
118,TLM044,9,24,24,0,1,145,0,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
119,TLM045,9,27,27,0,1,148,-3,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
120,TLM046,9,26,26,0,1,145,0,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
121,TLM048,9,26,26,0,1,145,0,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
122,TLM051,9,26,26,0,1,147,-2,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
123,TLM052,9,25,25,0,1,145,0,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
124,TLM056,10,31,31,0,1,152,-7,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
125,TLM057,10,26,26,0,1,144,1,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
126,TLM058,10,21,21,0,1,139,6,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
127,TLM059,10,30,30,0,1,152,-7,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
128,TLM060,10,24,24,0,1,143,2,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
129,TLM061,10,25,25,0,1,143,2,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
130,TLM062,11,35,35,0,1,153,-8,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
131,TLM064,11,25,25,0,1,144,1,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
132,TLM065,11,30,30,0,1,152,-7,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
133,TLM067,11,31,31,0,1,152,-7,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
134,TLM069,11,28,28,0,1,144,1,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
135,TLM071,12,28,28,0,1,148,-3,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
136,TLM072,12,32,32,0,1,154,-9,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
137,TLM073,13,33,33,0,1,155,-10,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
138,TLM075,13,33,33,0,1,155,-10,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
139,TLM076,13,29,29,0,1,146,-1,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
140,TLM078,15,25,25,0,1,138,7,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
141,TLM081,17,31,31,0,1,153,-8,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
142,TLM084,17,28,28,0,1,150,-5,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
143,TLM089,19,32,32,0,1,152,-7,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
144,TLM090,19,36,36,0,1,155,-10,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
145,TLM091,19,27,27,0,1,142,3,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
146,TLM094,22,26,26,0,1,145,0,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
147,TLM096,25,34,34,0,1,151,-6,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
148,TLM098,26,34,34,0,1,152,-7,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
149,MRB017,6,16,22,1,1,145,0,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
150,MRB022,7,7,17,1,1,149,-4,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
151,MRB027,9,19,25,1,1,145,0,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
152,MRB031,9,19,25,1,1,135,10,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
153,MRB032,9,9,19,1,1,148,-3,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
154,MRB037,10,20,30,1,1,152,-7,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
155,MRB039,10,10,20,1,1,145,0,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
156,MRB056,15,31,33,1,1,151,-6,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
157,MRB060,16,26,32,1,1,155,-10,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
158,MRB062,19,25,28,1,1,145,0,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
159,MRB064,20,30,32,1,1,153,-8,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
160,TLM016,2,12,22,1,1,144,1,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
161,TLM017,3,22,23,1,1,145,0,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
162,TLM019,3,13,23,1,1,145,0,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
163,TLM028,5,15,25,1,1,147,-2,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
164,TLM032,6,6,16,1,1,145,0,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
165,TLM034,8,8,18,1,1,146,-1,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
166,TLM066,11,11,21,1,1,144,1,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
167,TLM074,13,13,23,1,1,148,-3,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
168,TLM079,16,16,26,1,1,158,-13,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
169,TLM080,17,36,38,1,1,156,-11,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
170,TLM082,17,17,27,1,1,156,-11,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
171,TLM092,19,19,29,1,1,158,-13,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
172,TLM097,25,25,31,1,1,151,-6,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
173,MRB029,9,19,19,0,1,145,0,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
174,TLM093,22,35,35,0,1,164,-19,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
175,TLM099,27,42,42,0,1,163,-18,1995,kig,79,37,7,0,13,5,9,1,260.7110917,251.8700774
176,EFS001,5,27,27,0,1,134,1,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
177,EFS004,7,27,27,0,1,136,-1,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
178,EFS005,8,29,29,0,1,139,-4,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
179,EFS007,8,29,29,0,1,137,-2,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
180,EFS010,10,34,34,0,1,139,-4,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
181,EFS011,10,32,32,0,1,138,-3,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
182,EFS013,12,33,33,0,1,140,-5,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
183,EFS015,12,33,33,0,1,141,-6,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
184,EFS020,13,33,33,0,1,142,-7,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
185,EFS023,13,36,36,0,1,145,-10,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
186,EFS024,13,36,36,0,1,144,-9,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
187,EFS025,13,30,30,0,1,138,-3,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
188,EFS027,13,33,33,0,1,142,-7,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
189,EFS028,13,36,36,0,1,145,-10,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
190,EFS029,13,33,33,0,1,145,-10,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
191,EFS032,14,35,35,0,1,146,-11,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
192,EFS035,14,35,35,0,1,146,-11,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
193,EFS036,14,32,32,0,1,137,-2,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
194,EFS038,16,32,32,0,1,137,-2,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
195,EFS040,17,34,34,0,1,140,-5,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
196,EFS042,17,37,37,0,1,142,-7,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
197,EFS046,17,38,38,0,1,148,-13,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
198,EFS049,17,33,33,0,1,143,-8,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
199,EFS051,18,39,39,0,1,150,-15,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
200,EFS052,18,34,34,0,1,141,-6,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
201,EFS053,18,34,34,0,1,141,-6,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
202,EFS054,18,28,28,0,1,139,-4,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
203,EFS058,20,41,41,0,1,151,-16,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
204,EFS060,20,35,35,0,1,146,-11,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
205,EFS062,22,37,37,0,1,145,-10,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
206,EFS066,23,36,36,0,1,146,-11,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
207,EFS068,24,40,40,0,1,150,-15,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
208,EFS070,25,28,28,0,1,138,-3,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
209,EFS071,25,28,28,0,1,138,-3,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
210,EFS072,27,39,39,0,1,143,-8,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
211,EFS073,27,30,30,0,1,140,-5,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
212,EFS074,27,32,32,0,1,140,-5,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
213,TLM001,1,28,28,0,1,133,2,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
214,TLM002,5,28,28,0,1,137,-2,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
215,TLM003,7,28,28,0,1,139,-4,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
216,TLM004,7,30,30,0,1,139,-4,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
217,TLM005,7,28,28,0,1,139,-4,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
218,TLM006,7,30,30,0,1,139,-4,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
219,TLM007,7,27,27,0,1,136,-1,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
220,TLM008,7,30,30,0,1,139,-4,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
221,TLM009,7,32,32,0,1,139,-4,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
222,TLM011,8,29,29,0,1,140,-5,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
223,TLM013,8,30,30,0,1,140,-5,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
224,TLM014,8,29,29,0,1,140,-5,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
225,TLM017,9,35,35,0,1,141,-6,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
226,TLM020,10,32,32,0,1,139,-4,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
227,TLM024,11,34,34,0,1,143,-8,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
228,TLM025,11,33,33,0,1,143,-8,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
229,TLM028,11,33,33,0,1,142,-7,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
230,TLM030,11,34,34,0,1,143,-8,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
231,TLM037,13,35,35,0,1,145,-10,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
232,TLM040,13,35,35,0,1,144,-9,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
233,TLM048,14,38,38,0,1,145,-10,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
234,TLM049,14,38,38,0,1,146,-11,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
235,TLM050,16,34,34,0,1,145,-10,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
236,TLM051,16,35,35,0,1,145,-10,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
237,TLM052,16,35,35,0,1,144,-9,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
238,TLM053,16,38,38,0,1,148,-13,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
239,TLM054,16,32,32,0,1,145,-10,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
240,TLM056,17,32,32,0,1,143,-8,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
241,TLM058,17,32,32,0,1,143,-8,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
242,TLM060,17,40,40,0,1,149,-14,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
243,TLM063,17,37,37,0,1,146,-11,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
244,TLM067,18,33,33,0,1,141,-6,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
245,TLM069,18,31,31,0,1,144,-9,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
246,TLM070,18,32,32,0,1,143,-8,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
247,TLM072,19,35,35,0,1,145,-10,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
248,TLM073,19,30,30,0,1,145,-10,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
249,TLM075,19,39,39,0,1,148,-13,1996,kig,55,53,5,2,6,2,8,3,186.6332888,178.5860993
