,Nest,FirstFound,LastPresent,LastChecked,Fate,Freq,Init,AgeDay1,Year,Site,Win_Hi,Win_Lo,Spr_Hi,Spr_Lo,wxt,sxt,wxw,sxw,wsi,wi
614,TLM128,17,31,31,0,1,159,-8,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
615,TLM130,17,31,31,0,1,156,-5,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
616,TLM131,17,34,34,0,1,159,-8,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
617,TLM135,20,43,43,0,1,168,-17,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
618,TLM136,20,33,33,0,1,159,-8,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
619,TLM140,20,39,39,0,1,167,-16,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
620,TLM141,20,40,40,0,1,167,-16,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
621,TLM147,21,34,34,0,1,163,-12,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
622,TLM161,26,33,33,0,1,158,-7,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
623,TLM164,27,42,42,0,1,169,-18,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
624,CLR043,15,15,25,1,1,163,-12,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
625,GJH019,6,6,16,1,1,151,0,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
626,GJH025,6,6,26,1,1,154,-3,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
627,GJH026,6,6,16,1,1,154,-3,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
628,GJH041,10,10,30,1,1,158,-7,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
629,GJH051,11,31,35,1,1,156,-5,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
630,GJH054,11,27,29,1,1,153,-2,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
631,GJH066,13,13,23,1,1,155,-4,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
632,GJH087,15,15,25,1,1,163,-12,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
633,GJH093,17,22,23,1,1,146,5,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
634,GJH111,23,31,33,1,1,155,-4,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
635,GJH120,28,37,43,1,1,176,-25,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
636,TLM002,1,1,11,1,1,146,5,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
637,TLM020,3,3,13,1,1,151,0,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
638,TLM029,4,24,30,1,1,152,-1,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
639,TLM034,5,15,24,1,1,153,-2,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
640,TLM035,5,5,15,1,1,153,-2,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
641,TLM037,5,5,25,1,1,153,-2,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
642,TLM040,5,5,25,1,1,153,-2,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
643,TLM042,6,26,32,1,1,154,-3,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
644,TLM045,6,6,26,1,1,154,-3,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
645,TLM080,11,11,21,1,1,159,-8,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
646,TLM102,14,14,24,1,1,162,-11,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
647,TLM113,15,15,25,1,1,156,-5,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
648,TLM125,17,17,28,1,1,156,-5,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
649,TLM126,17,28,33,1,1,162,-11,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
650,TLM127,17,28,31,1,1,156,-5,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
651,TLM129,17,30,33,1,1,156,-5,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
652,TLM148,21,21,31,1,1,163,-12,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
653,TLM157,24,24,31,1,1,172,-21,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
654,TLM166,30,40,45,1,1,169,-18,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
655,AQ001,22,31,31,0,1,164,-13,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
656,GJH115,24,34,34,0,1,166,-15,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
657,TLM059,8,28,28,0,1,154,-3,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
658,TLM067,9,19,19,0,1,151,0,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
659,TLM068,9,29,29,0,1,156,-5,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
660,TLM071,9,29,29,0,1,157,-6,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
661,TLM168,31,46,46,0,1,170,-19,1999,kig,57,60,18,0,6,2,7,1,211.5553777,176.6163431
662,MLS060,15,30,30,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
663,BG011,3,27,27,0,1,152,0,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
664,BG005,1,25,25,0,1,147,5,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
665,BG008,3,26,26,0,1,149,3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
666,BG016,5,26,26,0,1,151,1,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
667,BG017,5,22,22,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
668,BG018,5,26,26,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
669,BG026,6,31,31,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
670,BG027,6,22,22,0,1,149,3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
671,BG029,6,30,30,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
672,BG036,8,28,28,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
673,BG037,8,31,31,0,1,157,-5,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
674,BG038,8,28,28,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
675,BG047,8,30,30,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
676,BG048,8,28,28,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
677,BG050,9,28,28,0,1,152,0,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
678,BG055,9,28,28,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
679,BG056,9,28,28,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
680,BG058,10,26,26,0,1,153,-1,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
681,BG063,10,22,22,0,1,150,2,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
682,BG066,11,27,27,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
683,BG076,12,32,32,0,1,152,0,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
684,BG077,12,24,24,0,1,152,0,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
685,BG079,12,27,27,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
686,BG080,12,30,30,0,1,158,-6,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
687,BG090,14,34,34,0,1,160,-8,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
688,BG101,17,32,32,0,1,157,-5,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
689,BG102,17,33,33,0,1,159,-7,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
690,BG112,26,31,31,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
691,MLS002,1,27,27,0,1,150,2,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
692,MLS003,1,23,23,0,1,147,5,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
693,MLS005,3,26,26,0,1,149,3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
694,MLS008,4,21,21,0,1,144,8,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
695,MLS010,4,26,26,0,1,153,-1,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
696,MLS015,5,29,29,0,1,151,1,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
697,MLS016,5,30,30,0,1,151,1,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
698,MLS020,9,23,23,0,1,149,3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
699,MLS023,9,24,24,0,1,149,3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
700,MLS024,9,33,33,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
701,MLS026,10,32,32,0,1,156,-4,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
702,MLS030,10,29,29,0,1,153,-1,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
703,MLS032,10,22,22,0,1,156,-4,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
704,MLS033,11,23,23,0,1,151,1,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
705,MLS034,11,23,23,0,1,151,1,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
706,MLS037,11,30,30,0,1,157,-5,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
707,MLS042,12,24,24,0,1,150,2,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
708,MLS045,12,28,28,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
709,MLS046,12,33,33,0,1,158,-6,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
710,MLS047,12,26,26,0,1,152,0,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
711,MLS051,13,29,29,0,1,156,-4,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
712,MLS054,13,26,26,0,1,153,-1,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
713,MLS065,15,25,25,0,1,148,4,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
714,MLS066,15,36,36,0,1,161,-9,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
715,MLS067,16,33,33,0,1,156,-4,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
716,MLS071,17,28,28,0,1,150,2,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
717,MLS078,19,28,28,0,1,152,0,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
718,MLS082,23,37,37,0,1,163,-11,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
719,MLS084,24,26,26,0,1,153,-1,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
720,TLM007,1,27,27,0,1,150,2,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
721,TLM012,3,29,29,0,1,152,0,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
722,TLM015,3,26,26,0,1,152,0,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
723,TLM027,5,28,28,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
724,TLM030,5,27,27,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
725,TLM031,5,29,29,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
726,TLM032,5,22,22,0,1,150,2,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
727,TLM034,6,27,27,0,1,149,3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
728,TLM041,7,23,23,0,1,149,3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
729,TLM043,7,32,32,0,1,156,-4,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
730,TLM045,7,30,30,0,1,156,-4,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
731,TLM046,7,24,24,0,1,149,3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
732,TLM047,7,24,24,0,1,152,0,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
733,TLM049,7,29,29,0,1,156,-4,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
734,TLM053,8,37,37,0,1,157,-5,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
735,TLM055,8,20,20,0,1,153,-1,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
736,TLM070,8,20,20,0,1,157,-5,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
737,TLM071,8,26,26,0,1,156,-4,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
738,TLM073,10,30,30,0,1,159,-7,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
739,TLM074,10,29,29,0,1,156,-4,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
740,TLM078,10,26,26,0,1,159,-7,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
741,TLM081,11,35,35,0,1,160,-8,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
742,TLM083,11,24,24,0,1,151,1,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
743,TLM084,11,29,29,0,1,157,-5,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
744,TLM087,11,32,32,0,1,159,-7,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
745,TLM091,12,33,33,0,1,158,-6,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
746,TLM093,12,24,24,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
747,TLM099,12,24,24,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
748,TLM101,12,25,25,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
749,TLM102,12,24,24,0,1,158,-6,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
750,TLM103,12,28,28,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
751,TLM104,13,34,34,0,1,162,-10,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
752,TLM105,13,29,29,0,1,159,-7,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
753,TLM106,13,34,34,0,1,161,-9,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
754,TLM107,13,32,32,0,1,159,-7,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
755,TLM108,13,34,34,0,1,161,-9,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
756,TLM112,14,26,26,0,1,154,-2,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
757,TLM116,15,29,29,0,1,155,-3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
758,TLM118,16,28,28,0,1,159,-7,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
759,TLM123,25,38,38,0,1,165,-13,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
760,TLM092,12,24,24,0,1,152,0,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
761,BG010,3,3,13,1,1,149,3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
762,BG022,6,6,16,1,1,155,-3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
763,BG034,6,16,26,1,1,155,-3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
764,BG040,8,28,30,1,1,157,-5,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
765,BG043,8,8,18,1,1,157,-5,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
766,BG097,17,17,27,1,1,157,-5,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
767,MLS011,4,4,14,1,1,153,-1,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
768,MLS039,12,12,22,1,1,152,0,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
769,MLS041,12,12,22,1,1,155,-3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
770,MLS069,17,30,32,1,1,157,-5,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
771,MLS073,17,27,36,1,1,163,-11,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
772,TLM008,2,2,12,1,1,148,4,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
773,TLM014,3,3,13,1,1,152,0,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
774,TLM051,7,23,25,1,1,149,3,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
775,TLM085,11,11,21,1,1,157,-5,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
776,MLS031,10,22,25,1,1,150,2,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
777,TLM124,36,38,38,0,1,169,-17,2000,kig,73,28,10,0,15,0,6,0,202.9819295,165.6570134
778,DVS075,19,30,30,0,1,157,-5,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
779,DVS081,19,25,25,0,1,152,0,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
780,HCW036,14,27,27,0,1,154,-2,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
781,DVS008,15,15,24,1,1,155,-3,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
782,DVS027,7,7,17,1,1,156,-4,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
783,DVS043,12,12,15,1,1,155,-3,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
784,DVS055,15,15,24,1,1,155,-3,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
785,DVS059,15,15,24,1,1,155,-3,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
786,DVS069,18,20,21,1,1,148,4,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
787,HCW004,1,1,12,1,1,147,5,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
788,HCW012,4,4,16,1,1,153,-1,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
789,HCW016,6,6,16,1,1,152,0,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
790,HCW022,7,17,19,1,1,153,-1,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
791,HCW023,8,8,18,1,1,157,-5,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
792,HCW032,9,9,19,1,1,158,-6,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
793,HCW034,11,11,19,1,1,160,-8,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
794,HCW041,14,14,19,1,1,157,-5,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
795,HCW043,15,15,31,1,1,158,-6,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
796,HCW047,15,15,27,1,1,158,-6,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
797,HCW060,19,19,29,1,1,165,-13,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
798,MLW014,4,4,16,1,1,153,-1,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
799,MLW030,8,8,18,1,1,157,-5,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
800,MLW038,10,10,15,1,1,159,-7,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
801,MLW043,12,20,25,1,1,155,-3,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
802,MLW048,14,14,24,1,1,154,-2,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
803,MLW050,14,14,24,1,1,163,-11,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
804,MLW060,15,15,19,1,1,155,-3,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
805,MLW065,17,17,24,1,1,163,-11,2001,kig,0,109,10,2,0,0,11,3,12.47664925,0
806,CEF004,10,16,16,0,1,136,9,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
807,CEF005,10,30,30,0,1,149,-4,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
808,CEF010,11,29,29,0,1,147,-2,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
809,CEF012,13,30,30,0,1,146,-1,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
810,CEF013,13,26,26,0,1,146,-1,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
811,CEF016,14,21,21,0,1,140,5,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
812,CEF018,14,29,29,0,1,150,-5,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
813,CEF021,14,31,31,0,1,147,-2,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
814,HCW001,1,22,22,0,1,143,2,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
815,HCW003,1,32,32,0,1,143,2,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
816,HCW006,2,23,23,0,1,141,4,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
817,HCW008,2,23,23,0,1,144,1,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
818,HCW011,3,22,22,0,1,139,6,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
819,HCW013,3,28,28,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
820,HCW014,3,27,27,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
821,HCW018,4,24,24,0,1,140,5,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
822,HCW021,4,24,24,0,1,146,-1,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
823,HCW023,4,19,19,0,1,140,5,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
824,HCW026,5,25,25,0,1,144,1,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
825,HCW030,5,29,29,0,1,147,-2,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
826,HCW032,5,21,21,0,1,141,4,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
827,HCW037,6,23,23,0,1,142,3,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
828,HCW038,6,28,28,0,1,146,-1,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
829,HCW039,6,25,25,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
830,HCW042,6,26,26,0,1,148,-3,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
831,HCW044,7,25,25,0,1,139,6,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
832,HCW047,7,28,28,0,1,147,-2,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
833,HCW048,7,28,28,0,1,149,-4,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
834,HCW050,7,28,28,0,1,143,2,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
835,HCW055,9,26,26,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
836,HCW062,12,35,35,0,1,154,-9,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
837,HCW070,13,36,36,0,1,155,-10,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
838,HCW072,13,26,26,0,1,147,-2,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
839,HCW076,19,27,27,0,1,147,-2,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
840,HMW011,2,25,25,0,1,144,1,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
841,HMW012,2,25,25,0,1,144,1,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
842,HMW014,2,25,25,0,1,144,1,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
843,HMW022,3,19,19,0,1,141,4,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
844,HMW023,3,24,24,0,1,139,6,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
845,HMW024,3,28,28,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
846,HMW025,3,26,26,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
847,HMW035,4,27,27,0,1,146,-1,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
848,HMW039,4,21,21,0,1,140,5,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
849,HMW048,4,27,27,0,1,148,-3,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
850,HMW050,5,25,25,0,1,149,-4,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
851,HMW052,5,19,19,0,1,137,8,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
852,HMW053,5,24,24,0,1,147,-2,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
853,HMW055,5,23,23,0,1,149,-4,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
854,HMW061,5,24,24,0,1,141,4,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
855,HMW063,6,22,22,0,1,137,8,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
856,HMW064,6,17,17,0,1,138,7,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
857,HMW066,6,22,22,0,1,146,-1,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
858,HMW067,6,23,23,0,1,142,3,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
859,HMW068,6,23,23,0,1,140,5,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
860,HMW069,6,33,33,0,1,148,-3,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
861,HMW075,6,26,26,0,1,150,-5,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
862,HMW100,8,25,25,0,1,150,-5,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
863,HMW106,9,25,25,0,1,142,3,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
864,HMW107,9,26,26,0,1,145,0,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
865,HMW115,9,34,34,0,1,151,-6,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
866,HMW116,9,33,33,0,1,153,-8,2002,kig,51,45,18,0,19,0,14,2,183.057714,141.1610514
