"","Estimate","low.95","up.95"
"(Intercept)",1.54478604803,1.50235888839582,1.58577638476645
"swin_hi",0.0351787443561285,-0.00499251059446347,0.0758786870810479
"sInit",-0.0760279639740747,-0.100357231072653,-0.0518263833036623
"siteutq",0.103654687803571,-0.00840435004032407,0.214343399147596
