"","Nest","maxclutch","Init","year","site"
"2052","C00065",5,150,2011,"kig"
"2053","C00067",5,152,2011,"kig"
"2054","C00068",5,149,2011,"kig"
"2055","C00070",4,146,2011,"kig"
"2056","C00073",4,147,2011,"kig"
"2057","C00074",6,148,2011,"kig"
"2058","C00075",4,157,2011,"kig"
"2059","C00076",5,149,2011,"kig"
"2060","C00079",4,159,2011,"kig"
"2061","C00080",5,146,2011,"kig"
"2062","C00081",5,159,2011,"kig"
"2063","C00082",4,163,2011,"kig"
"2064","C00083",4,157,2011,"kig"
"2065","C00217",5,150,2011,"kig"
"2066","M00020",5,148,2011,"kig"
"2067","M00028",6,146,2011,"kig"
"2068","M00030",5,144,2011,"kig"
"2069","M00034",4,150,2011,"kig"
"2070","M00035",5,143,2011,"kig"
"2071","M00036",3,149,2011,"kig"
"2072","M00038",6,149,2011,"kig"
"2073","M00039",5,143,2011,"kig"
"2074","M00044",2,150,2011,"kig"
"2075","M00045",5,140,2011,"kig"
"2076","M00046",3,151,2011,"kig"
"2077","M00047",6,157,2011,"kig"
"2078","M00048",5,143,2011,"kig"
"2079","MG0029",3,148,2011,"kig"
"2080","MG0030",6,148,2011,"kig"
"2081","MG0031",6,147,2011,"kig"
"2082","MG0032",5,147,2011,"kig"
"2083","MG0058",4,149,2011,"kig"
"2084","MG0059",3,148,2011,"kig"
"2085","MG0063",4,151,2011,"kig"
"2086","MG0064",4,148,2011,"kig"
"2087","MG0065",6,148,2011,"kig"
"2088","MG0072",5,152,2011,"kig"
"2089","MG0073",6,149,2011,"kig"
"2090","MG0074",4,152,2011,"kig"
"2091","MG0078",5,148,2011,"kig"
"2092","MG0080",5,146,2011,"kig"
"2093","MG0081",7,148,2011,"kig"
"2094","MG0083",6,140,2011,"kig"
"2095","MG0084",5,148,2011,"kig"
"2096","MG0085",5,152,2011,"kig"
"2097","MG0086",6,158,2011,"kig"
"2098","MG0087",4,147,2011,"kig"
"2099","MG0088",6,142,2011,"kig"
"2100","MG0089",5,155,2011,"kig"
"2101","MG0090",4,142,2011,"kig"
"2102","MG0091",5,151,2011,"kig"
"2103","MG0092",5,151,2011,"kig"
"2104","MG0093",7,NA,2011,"kig"
"2105","N00022",6,147,2011,"kig"
"2106","N00023",5,146,2011,"kig"
"2107","N00024",4,142,2011,"kig"
"2108","N00025",6,148,2011,"kig"
"2109","N00027",5,148,2011,"kig"
"2110","N00028",6,145,2011,"kig"
"2111","N00029",5,148,2011,"kig"
"2112","N00032",4,149,2011,"kig"
"2113","N00033",4,142,2011,"kig"
"2114","N00036",6,147,2011,"kig"
"2115","N00039",6,147,2011,"kig"
"2116","N00042",3,151,2011,"kig"
"2117","N00047",6,145,2011,"kig"
"2118","N00048",6,145,2011,"kig"
"2119","N00049",5,148,2011,"kig"
"2120","N00050",6,145,2011,"kig"
"2121","N00051",6,148,2011,"kig"
"2122","N00052",5,151,2011,"kig"
"2123","N00054",5,146,2011,"kig"
"2124","N00055",4,147,2011,"kig"
"2125","N00057",6,149,2011,"kig"
"2126","N00060",6,149,2011,"kig"
"2127","N00062",6,148,2011,"kig"
"2128","N00066",6,142,2011,"kig"
"2129","N00067",4,152,2011,"kig"
"2130","N00069",3,151,2011,"kig"
"2131","N00070",4,146,2011,"kig"
"2132","N00071",4,154,2011,"kig"
"2133","N00072",4,152,2011,"kig"
"2134","N00073",5,154,2011,"kig"
"2135","N00074",5,146,2011,"kig"
"2136","N00075",4,145,2011,"kig"
"2137","N00077",4,149,2011,"kig"
"2138","N00078",5,147,2011,"kig"
"2139","N00079",5,151,2011,"kig"
"2140","N00080",3,149,2011,"kig"
"2141","N00081",5,158,2011,"kig"
"2142","N00082",5,161,2011,"kig"
"2143","N00083",4,159,2011,"kig"
"2144","N00084",5,153,2011,"kig"
"2145","N00085",4,159,2011,"kig"
"2146","N00086",4,154,2011,"kig"
"2147","N00087",6,149,2011,"kig"
"2148","N00088",5,154,2011,"kig"
"2149","N00091",1,154,2011,"kig"
"2150","N00089",3,151,2011,"kig"
"2151","C00003",6,154,2012,"kig"
"2152","C00004",5,154,2012,"kig"
"2153","C00011",6,157,2012,"kig"
"2154","C00012",4,160,2012,"kig"
"2155","C00013",4,161,2012,"kig"
"2156","C00014",5,155,2012,"kig"
"2157","C00015",5,155,2012,"kig"
"2158","C00017",5,154,2012,"kig"
"2159","C00019",5,154,2012,"kig"
"2160","C00025",6,155,2012,"kig"
"2161","C00026",5,159,2012,"kig"
"2162","C00033",4,160,2012,"kig"
"2163","C00036",4,164,2012,"kig"
"2164","C00037",4,148,2012,"kig"
"2165","C00038",5,159,2012,"kig"
"2166","C00040",5,157,2012,"kig"
"2167","C00041",5,159,2012,"kig"
"2168","C00042",4,168,2012,"kig"
"2169","C00045",5,161,2012,"kig"
"2170","C00046",3,167,2012,"kig"
"2171","C00048",3,168,2012,"kig"
"2172","C00053",5,159,2012,"kig"
"2173","M00002",4,156,2012,"kig"
"2174","M00015",6,158,2012,"kig"
"2175","M00018",4,157,2012,"kig"
"2176","M00019",5,163,2012,"kig"
"2177","M00021",5,158,2012,"kig"
"2178","M00024",5,158,2012,"kig"
"2179","M00025",4,157,2012,"kig"
"2180","M00026",4,157,2012,"kig"
"2181","M00027",3,158,2012,"kig"
"2182","M00029",5,172,2012,"kig"
"2183","M00031",5,158,2012,"kig"
"2184","M00050",5,167,2012,"kig"
"2185","N00003",5,160,2012,"kig"
"2186","NG0007",4,156,2012,"kig"
"2187","N00007",7,161,2012,"kig"
"2188","N00014",5,161,2012,"kig"
"2189","N00015",4,158,2012,"kig"
"2190","N00016",4,154,2012,"kig"
"2191","N00017",4,159,2012,"kig"
"2192","N00018",5,158,2012,"kig"
"2193","N00020",6,159,2012,"kig"
"2194","N00023",6,158,2012,"kig"
"2195","N00024",6,159,2012,"kig"
"2196","N00025",4,163,2012,"kig"
"2197","N00026",5,163,2012,"kig"
"2198","N00030",3,163,2012,"kig"
"2199","N00031",6,163,2012,"kig"
"2200","N00033",5,162,2012,"kig"
"2201","N00034",4,162,2012,"kig"
"2202","N00035",5,161,2012,"kig"
"2203","N00037",4,163,2012,"kig"
"2204","N00038",5,160,2012,"kig"
"2205","N00039",4,162,2012,"kig"
"2206","N00040",4,164,2012,"kig"
"2207","N00043",5,159,2012,"kig"
"2208","N00044",4,159,2012,"kig"
"2209","N00045",5,160,2012,"kig"
"2210","N00046",4,162,2012,"kig"
"2211","N00047",4,168,2012,"kig"
"2212","N00048",5,160,2012,"kig"
"2213","N00049",5,162,2012,"kig"
"2214","N00050",3,159,2012,"kig"
"2215","N00051",4,161,2012,"kig"
"2216","N00052",5,154,2012,"kig"
"2217","N00053",5,167,2012,"kig"
"2218","N00054",4,163,2012,"kig"
"2219","N00055",4,158,2012,"kig"
"2220","N00056",4,165,2012,"kig"
"2221","N00057",5,158,2012,"kig"
"2222","N00058",4,169,2012,"kig"
"2223","N00059",2,165,2012,"kig"
"2224","N00061",4,174,2012,"kig"
"2225","N00062",4,173,2012,"kig"
"2226","N00063",3,173,2012,"kig"
"2227","N00064",2,161,2012,"kig"
"2228","N00065",2,165,2012,"kig"
"2229","N00067",5,163,2012,"kig"
"2230","SBS004",4,156,2012,"kig"
"2231","SBS066",4,NA,2012,"kig"
"2232","SBS007",5,153,2012,"kig"
"2233","SBS009",5,161,2012,"kig"
"2234","SBS010",5,161,2012,"kig"
"2235","SBS011",5,162,2012,"kig"
"2236","SBS015",4,162,2012,"kig"
"2237","SBS016",5,162,2012,"kig"
"2238","SBS018",5,163,2012,"kig"
"2239","SBS020",5,163,2012,"kig"
"2240","SBS021",5,163,2012,"kig"
"2241","SBS023",4,163,2012,"kig"
"2242","SBS025",4,163,2012,"kig"
"2243","SBS026",5,161,2012,"kig"
"2244","SBS029",6,162,2012,"kig"
"2245","SBS031",5,156,2012,"kig"
"2246","SBS032",5,164,2012,"kig"
"2247","SBS036",4,165,2012,"kig"
"2248","SBS037",5,162,2012,"kig"
"2249","SBS038",4,165,2012,"kig"
"2250","SBS039",5,162,2012,"kig"
"2251","SBS041",5,162,2012,"kig"
"2252","SBS042",3,166,2012,"kig"
"2253","SBS043",3,156,2012,"kig"
"2254","SBS044",4,166,2012,"kig"
"2255","SBS045",5,156,2012,"kig"
"2256","SBS048",5,157,2012,"kig"
"2257","SBS050",5,158,2012,"kig"
"2258","SBS052",5,162,2012,"kig"
"2259","SBS054",4,170,2012,"kig"
"2260","SBS056",3,162,2012,"kig"
"2261","SBS061",5,166,2012,"kig"
"2262","SBS062",5,155,2012,"kig"
"2263","SBS064",6,152,2012,"kig"
"2264","SBS065",5,160,2012,"kig"
"2265","SBS067",5,NA,2012,"kig"
"2266","JR0001",5,154,2013,"kig"
"2267","JR0003",6,156,2013,"kig"
"2268","JR0004",4,164,2013,"kig"
"2269","JR0007",2,155,2013,"kig"
"2270","JR0008",6,148,2013,"kig"
"2271","JR0009",6,159,2013,"kig"
"2272","JR0011",5,158,2013,"kig"
"2273","JR0012",5,153,2013,"kig"
"2274","JR0015",5,156,2013,"kig"
"2275","JR0023",5,156,2013,"kig"
"2276","JR0030",6,153,2013,"kig"
"2277","JR0031",2,162,2013,"kig"
"2278","JR0036",4,154,2013,"kig"
"2279","JR0037",5,167,2013,"kig"
"2280","KP0001",5,158,2013,"kig"
"2281","KP0003",6,156,2013,"kig"
"2282","KP0004",3,163,2013,"kig"
"2283","KP0005",5,151,2013,"kig"
"2284","KP0007",5,155,2013,"kig"
"2285","KP0010",5,155,2013,"kig"
"2286","KP0011",5,157,2013,"kig"
"2287","KP0014",6,153,2013,"kig"
"2288","KP0016",4,160,2013,"kig"
"2289","KP0019",5,151,2013,"kig"
"2290","KP0021",5,158,2013,"kig"
"2291","KP0024",4,156,2013,"kig"
"2292","KP0029",3,163,2013,"kig"
"2293","KP0030",7,152,2013,"kig"
"2294","KP0031",5,164,2013,"kig"
"2295","KP0034",4,151,2013,"kig"
"2296","KP0035",3,153,2013,"kig"
"2297","KP0037",5,155,2013,"kig"
"2298","KP0038",5,157,2013,"kig"
"2299","KP0039",6,159,2013,"kig"
"2300","MG0001",6,155,2013,"kig"
"2301","MG0005",3,161,2013,"kig"
"2302","MG0006",4,156,2013,"kig"
"2303","MG0007",6,152,2013,"kig"
"2304","MG0008",6,161,2013,"kig"
"2305","MG0009",5,156,2013,"kig"
"2306","MG0010",4,163,2013,"kig"
"2307","MG0011",6,153,2013,"kig"
"2308","MG0015",5,162,2013,"kig"
"2309","MG0016",5,151,2013,"kig"
"2310","MG0017",6,159,2013,"kig"
"2311","MG0019",5,159,2013,"kig"
"2312","MG0020",4,159,2013,"kig"
"2313","MG0021",4,151,2013,"kig"
"2314","MG0022",5,159,2013,"kig"
"2315","MG0023",3,152,2013,"kig"
"2316","MG0024",6,156,2013,"kig"
"2317","MG0027",5,164,2013,"kig"
"2318","MG0028",5,169,2013,"kig"
"2319","MG0029",4,161,2013,"kig"
"2320","MG0030",5,151,2013,"kig"
"2321","MG0031",5,151,2013,"kig"
"2322","MG0033",5,161,2013,"kig"
"2323","MG0034",6,155,2013,"kig"
"2324","MG0036",6,154,2013,"kig"
"2325","MG0038",4,162,2013,"kig"
"2326","MG0039",5,162,2013,"kig"
"2327","MG0041",3,158,2013,"kig"
"2328","MG0042",5,155,2013,"kig"
"2329","MG0043",4,171,2013,"kig"
"2330","MG0044",5,163,2013,"kig"
"2331","MG0046",5,154,2013,"kig"
"2332","TH0002",2,153,2013,"kig"
"2333","TH0010",6,157,2013,"kig"
"2334","TH0012",6,150,2013,"kig"
"2335","TH0015",5,160,2013,"kig"
"2336","TH0017",4,154,2013,"kig"
"2337","TH0018",5,151,2013,"kig"
"2338","TH0019",5,159,2013,"kig"
"2339","TH0020",5,159,2013,"kig"
"2340","TH0021",6,153,2013,"kig"
"2341","TH0022",6,153,2013,"kig"
"2342","TH0023",5,159,2013,"kig"
"2343","TH0025",6,153,2013,"kig"
"2344","TH0026",5,161,2013,"kig"
"2345","TH0027",2,152,2013,"kig"
"2346","TH0029",3,164,2013,"kig"
"2347","TH0030",5,170,2013,"kig"
"2348","TH0031",4,167,2013,"kig"
"2349","TH0033",5,156,2013,"kig"
"2350","TH0034",4,162,2013,"kig"
"2351","TH0036",5,152,2013,"kig"
"2352","TH0040",6,151,2013,"kig"
"2353","TH0041",5,155,2013,"kig"
"2354","TH0042",5,157,2013,"kig"
"2355","TH0044",4,170,2013,"kig"
"2356","TH0045",4,167,2013,"kig"
"2357","BG002",4,150,2014,"kig"
"2358","CM002",3,150,2014,"kig"
"2359","CM003",6,159,2014,"kig"
"2360","CM005",2,135,2014,"kig"
"2361","CM006",5,138,2014,"kig"
"2362","CM007",6,139,2014,"kig"
"2363","CM009",5,134,2014,"kig"
"2364","CM010B",4,142,2014,"kig"
"2365","CM012",5,134,2014,"kig"
"2366","CM013",4,139,2014,"kig"
"2367","CM015",4,143,2014,"kig"
"2368","CM016",6,140,2014,"kig"
"2369","CM018",1,140,2014,"kig"
"2370","CM023",3,143,2014,"kig"
"2371","CM025",6,145,2014,"kig"
"2372","CM027",3,148,2014,"kig"
"2373","CM029",4,142,2014,"kig"
"2374","CM034",4,148,2014,"kig"
"2375","EW001",5,146,2014,"kig"
"2376","EW002",4,146,2014,"kig"
"2377","EW003",2,141,2014,"kig"
"2378","EW005",4,154,2014,"kig"
"2379","EW006",1,134,2014,"kig"
"2380","EW007",5,132,2014,"kig"
"2381","EW011",4,144,2014,"kig"
"2382","EW016",7,142,2014,"kig"
"2383","EW020",2,144,2014,"kig"
"2384","EW021",5,134,2014,"kig"
"2385","EW022",5,134,2014,"kig"
"2386","EW023",6,135,2014,"kig"
"2387","EW025",5,137,2014,"kig"
"2388","EW026",4,154,2014,"kig"
"2389","EW028",5,145,2014,"kig"
"2390","EW031",5,143,2014,"kig"
"2391","JB003",4,146,2014,"kig"
"2392","JB004",5,138,2014,"kig"
"2393","JB007",5,139,2014,"kig"
"2394","JB010",4,148,2014,"kig"
"2395","JB014",6,136,2014,"kig"
"2396","JB016",4,147,2014,"kig"
"2397","JB017",7,141,2014,"kig"
"2398","JB019",5,141,2014,"kig"
"2399","JB021",5,137,2014,"kig"
"2400","JB022",6,134,2014,"kig"
"2401","JB024",4,153,2014,"kig"
"2402","JB026",6,138,2014,"kig"
"2403","JB027",6,136,2014,"kig"
"2404","JB028",4,155,2014,"kig"
"2405","JB029",6,151,2014,"kig"
"2406","JB030",5,143,2014,"kig"
"2407","JB031",6,144,2014,"kig"
"2408","LB001",6,137,2014,"kig"
"2409","LB007",5,142,2014,"kig"
"2410","LB008",5,152,2014,"kig"
"2411","LB009",6,148,2014,"kig"
"2412","LB011",5,145,2014,"kig"
"2413","LB013",6,133,2014,"kig"
"2414","LB014",4,135,2014,"kig"
"2415","LB015",6,132,2014,"kig"
"2416","LB016",5,135,2014,"kig"
"2417","LB017",5,134,2014,"kig"
"2418","LB020",5,136,2014,"kig"
"2419","LB026",5,138,2014,"kig"
"2420","LB037",4,158,2014,"kig"
"2421","LB039",4,166,2014,"kig"
"2422","LB040",3,155,2014,"kig"
"2423","NG001",3,144,2014,"kig"
"2424","NG003",5,150,2014,"kig"
"2425","NG004",5,144,2014,"kig"
"2426","NG006",4,150,2014,"kig"
"2427","NG009",3,153,2014,"kig"
"2428","NG011",6,138,2014,"kig"
"2429","NG018",5,150,2014,"kig"
"2430","NG019",5,133,2014,"kig"
"2431","NG020",6,141,2014,"kig"
"2432","NG021",5,153,2014,"kig"
"2433","NG022",5,146,2014,"kig"
"2434","NG023",4,151,2014,"kig"
"2435","NG024",6,141,2014,"kig"
"2436","NG027",4,151,2014,"kig"
"2437","NG028",3,151,2014,"kig"
"2438","NG029",5,155,2014,"kig"
"2439","NG030",6,135,2014,"kig"
"2440","NG031",4,140,2014,"kig"
"2441","NG032",6,146,2014,"kig"
"2442","NG033",5,136,2014,"kig"
"2443","NG034",3,155,2014,"kig"
"2444","NG036",6,137,2014,"kig"
"2445","NG037",6,136,2014,"kig"
"2446","NG038",6,140,2014,"kig"
"2447","NG039",3,155,2014,"kig"
"2448","NG040",3,138,2014,"kig"
"2449","NG042",5,NA,2014,"kig"
"2450","NG043",5,143,2014,"kig"
"2451","NG044",5,141,2014,"kig"
"2452","C08",6,145,2015,"kig"
"2453","C09",3,134,2015,"kig"
"2454","C10",6,134,2015,"kig"
"2455","C11",4,155,2015,"kig"
"2456","C12",6,156,2015,"kig"
"2457","C14",5,144,2015,"kig"
"2458","C16",4,166,2015,"kig"
"2459","C18",5,152,2015,"kig"
"2460","C20",3,159,2015,"kig"
"2461","C22",4,157,2015,"kig"
"2462","C23",2,140,2015,"kig"
"2463","C24",3,156,2015,"kig"
"2464","C25",5,155,2015,"kig"
"2465","C27",3,155,2015,"kig"
"2466","C28",6,144,2015,"kig"
"2467","C29",3,161,2015,"kig"
"2468","C30",4,144,2015,"kig"
"2469","C32",5,143,2015,"kig"
"2470","C33",3,149,2015,"kig"
"2471","C35",3,144,2015,"kig"
"2472","C38",2,170,2015,"kig"
"2473","I01",5,141,2015,"kig"
"2474","I02",5,134,2015,"kig"
"2475","I03",5,145,2015,"kig"
"2476","I04",5,145,2015,"kig"
"2477","I09",5,156,2015,"kig"
"2478","I10",6,140,2015,"kig"
"2479","I11",5,139,2015,"kig"
"2480","I12",5,156,2015,"kig"
"2481","I13",6,148,2015,"kig"
"2482","I19",4,149,2015,"kig"
"2483","I21",4,139,2015,"kig"
"2484","I26",4,154,2015,"kig"
"2485","I27",4,154,2015,"kig"
"2486","I28",1,142,2015,"kig"
"2487","I29",6,155,2015,"kig"
"2488","I33",4,146,2015,"kig"
"2489","I34",4,143,2015,"kig"
"2490","I35",2,152,2015,"kig"
"2491","I36",6,147,2015,"kig"
"2492","I37",5,148,2015,"kig"
"2493","K01",2,172,2015,"kig"
"2494","M02",6,152,2015,"kig"
"2495","M05",3,145,2015,"kig"
"2496","M08",5,146,2015,"kig"
"2497","M12",3,152,2015,"kig"
"2498","M13",5,147,2015,"kig"
"2499","M14",4,155,2015,"kig"
"2500","M15",5,151,2015,"kig"
"2501","M16",4,153,2015,"kig"
"2502","M18",4,142,2015,"kig"
"2503","M20",6,141,2015,"kig"
"2504","M21",5,146,2015,"kig"
"2505","M23",5,150,2015,"kig"
"2506","M27",5,142,2015,"kig"
"2507","M29",3,151,2015,"kig"
"2508","M31",1,140,2015,"kig"
"2509","M32",1,148,2015,"kig"
"2510","M36",4,147,2015,"kig"
"2511","M38",5,160,2015,"kig"
"2512","M39",3,157,2015,"kig"
"2513","M40",2,153,2015,"kig"
"2514","AGB017",5,137,2019,"kig"
"2515","AGB019",6,134,2019,"kig"
"2516","AGB041",5,140,2019,"kig"
"2517","AGB047",5,139,2019,"kig"
"2518","AGB049",6,136,2019,"kig"
"2519","AGB050",5,142,2019,"kig"
"2520","AGB051",4,139,2019,"kig"
"2521","AGB054",3,142,2019,"kig"
"2522","AGB055",3,136,2019,"kig"
"2523","AGB056",5,136,2019,"kig"
"2524","AGB057",4,142,2019,"kig"
"2525","AGB058",4,142,2019,"kig"
"2526","AGB066",5,144,2019,"kig"
"2527","AGB069",4,138,2019,"kig"
"2528","AGB072",5,142,2019,"kig"
"2529","AGB074",4,145,2019,"kig"
"2530","AGB075",5,136,2019,"kig"
"2531","AGB076",6,143,2019,"kig"
"2532","AGB078",5,145,2019,"kig"
"2533","AGB079",3,143,2019,"kig"
"2534","AGB080",5,138,2019,"kig"
"2535","AGB087",3,149,2019,"kig"
"2536","AGB088",4,152,2019,"kig"
"2537","AGB092",3,154,2019,"kig"
"2538","AGB093",3,159,2019,"kig"
"2539","AGB095",5,141,2019,"kig"
"2540","BLD202",6,130,2019,"kig"
"2541","BLD215",5,137,2019,"kig"
"2542","BLD216",5,137,2019,"kig"
"2543","BLD218",6,137,2019,"kig"
"2544","BLD226",5,138,2019,"kig"
"2545","BLD228",6,138,2019,"kig"
"2546","BLD235",6,139,2019,"kig"
"2547","BLD254",4,138,2019,"kig"
"2548","BLD255",5,140,2019,"kig"
"2549","DJR001",4,141,2019,"kig"
"2550","DJR002",3,147,2019,"kig"
"2551","DJR003",4,147,2019,"kig"
"2552","DJR004",6,140,2019,"kig"
"2553","DJR005",5,148,2019,"kig"
"2554","DJR006",5,144,2019,"kig"
"2555","DJR007",4,141,2019,"kig"
"2556","DJR008",5,137,2019,"kig"
"2557","DJR009",5,137,2019,"kig"
"2558","DJR010",6,141,2019,"kig"
"2559","DJR011",4,145,2019,"kig"
"2560","DJR012",5,145,2019,"kig"
"2561","DJR013",5,141,2019,"kig"
"2562","DJR014",5,132,2019,"kig"
"2563","DJR016",5,141,2019,"kig"
"2564","DJR017",6,135,2019,"kig"
"2565","DJR018",6,135,2019,"kig"
"2566","DJR019",3,135,2019,"kig"
"2567","DJR020",5,148,2019,"kig"
"2568","DJR021",5,136,2019,"kig"
"2569","DJR022",6,134,2019,"kig"
"2570","DJR023",6,145,2019,"kig"
"2571","DJR024",4,137,2019,"kig"
"2572","DJR025",4,156,2019,"kig"
"2573","DJR026",5,138,2019,"kig"
"2574","DJR029",3,144,2019,"kig"
"2575","DJR030",5,142,2019,"kig"
"2576","JAM001",6,135,2019,"kig"
"2577","JAM002",4,136,2019,"kig"
"2578","JAM003",4,151,2019,"kig"
"2579","JAM006",5,136,2019,"kig"
"2580","JAM007",6,136,2019,"kig"
"2581","JAM008",4,139,2019,"kig"
"2582","JAM009",4,139,2019,"kig"
"2583","JAM010",5,146,2019,"kig"
"2584","JAM011",4,147,2019,"kig"
"2585","JAM012",4,146,2019,"kig"
"2586","JCA041",3,142,2019,"kig"
"2587","JCA044",6,133,2019,"kig"
"2588","JCA047",5,144,2019,"kig"
"2589","JCA053",5,145,2019,"kig"
"2590","JCA059",5,146,2019,"kig"
"2591","JCA061",5,146,2019,"kig"
"2592","JCA066",4,144,2019,"kig"
"2593","JMT219",6,137,2019,"kig"
"2594","JMT235",6,142,2019,"kig"
"2595","JMT236",6,139,2019,"kig"
"2596","JMT241",2,136,2019,"kig"
"2597","JMT242",5,145,2019,"kig"
"2598","JMT243",5,142,2019,"kig"
"2599","JMT244",5,144,2019,"kig"
"2600","JMT245",3,146,2019,"kig"
"2601","JMT246",4,141,2019,"kig"
"2602","JMT247",4,145,2019,"kig"
"2603","JMT248",1,145,2019,"kig"
"2604","JMT249",6,145,2019,"kig"
"2605","JMT250",4,144,2019,"kig"
"2606","JMT254",6,147,2019,"kig"
"2607","JMT255",6,138,2019,"kig"
"2608","JMT258",4,145,2019,"kig"
"2609","JMT260",5,147,2019,"kig"
"2610","MLB002",4,150,2019,"kig"
"2611","MLB003",5,137,2019,"kig"
"2612","MLB005",4,135,2019,"kig"
"2613","MLB006",6,137,2019,"kig"
"2614","MLB008",3,136,2019,"kig"
"2615","MLB009",5,138,2019,"kig"
"2616","MLB010",5,148,2019,"kig"
"2617","MLB011",4,141,2019,"kig"
"2618","MLB012",4,NA,2019,"kig"
"2619","MLB013",5,141,2019,"kig"
"2620","MLB014",5,136,2019,"kig"
"2621","MLB015",5,140,2019,"kig"
"2622","MLB016",6,145,2019,"kig"
"2623","MLB017",5,142,2019,"kig"
"2624","MLB018",3,160,2019,"kig"
"2625","RJF204",5,136,2019,"kig"
"2626","RJF230",5,129,2019,"kig"
"2627","RJF234",5,138,2019,"kig"
"2628","RJF238",6,138,2019,"kig"
"2629","RJF249",6,139,2019,"kig"
"2630","RJF250",4,142,2019,"kig"
"2631","RJF251",5,136,2019,"kig"
"2632","RJF252",6,142,2019,"kig"
"2633","RJF253",3,142,2019,"kig"
"2634","RJF254",6,136,2019,"kig"
"2635","RJF255",6,139,2019,"kig"
"2636","RJF256",4,142,2019,"kig"
"2637","RJF257",4,143,2019,"kig"
"2638","RJF259",4,141,2019,"kig"
"2639","RJF262",6,139,2019,"kig"
"2640","RJF266",5,142,2019,"kig"
"2641","RJF270",3,152,2019,"kig"
"2642","RJF273",4,145,2019,"kig"
"2643","RJF277",4,159,2019,"kig"
"2644","TCD001",5,136,2019,"kig"
"2645","TCD002",5,129,2019,"kig"
"2646","TCD003",4,139,2019,"kig"
"2647","TCD004",4,141,2019,"kig"
"2648","TCD005",5,142,2019,"kig"
"2649","TCD006",6,137,2019,"kig"
"2650","TCD007",4,139,2019,"kig"
"2651","TCD008",4,142,2019,"kig"
"2652","TCD011",4,145,2019,"kig"
"2653","TCD012",3,145,2019,"kig"
"2654","TCD013",6,146,2019,"kig"
"2655","TCD014",6,146,2019,"kig"
"2656","TCD015",5,146,2019,"kig"
"2657","TCD016",3,147,2019,"kig"
"2658","TCD017",6,147,2019,"kig"
"2659","TCD018",3,150,2019,"kig"
"2660","TCD019",4,150,2019,"kig"
"2661","TCD020",3,150,2019,"kig"
"2662","TCD021",3,150,2019,"kig"
"2663","TCD022",5,144,2019,"kig"
"2664","TCD023",6,150,2019,"kig"
"2665","TCD027",4,134,2019,"kig"
"2666","TCD028",5,141,2019,"kig"
"2667","TCD029",3,157,2019,"kig"
"2668","TCD030",5,148,2019,"kig"
"2669","TCD031",4,144,2019,"kig"
"2670","TCD032",4,139,2019,"kig"
"2671","CLB108",3,147,2021,"kig"
"2672","CLB109",5,145,2021,"kig"
"2673","CLB114",6,148,2021,"kig"
"2674","CLB115",5,145,2021,"kig"
"2675","CLB116",5,149,2021,"kig"
"2676","CLB117",5,149,2021,"kig"
"2677","CLB118",5,135,2021,"kig"
"2678","CLB119",6,146,2021,"kig"
"2679","CLB120",6,142,2021,"kig"
"2680","CLB121",5,143,2021,"kig"
"2681","CLB122",5,137,2021,"kig"
"2682","CLB123",6,147,2021,"kig"
"2683","CLB124",6,149,2021,"kig"
"2684","CLB125",7,138,2021,"kig"
"2685","CLB126",4,138,2021,"kig"
"2686","CLB127",5,146,2021,"kig"
"2687","CLB128",6,143,2021,"kig"
"2688","CLB129",5,146,2021,"kig"
"2689","CLB130",4,147,2021,"kig"
"2690","CLB131",5,151,2021,"kig"
"2691","CLB132",3,142,2021,"kig"
"2692","CLB133",6,142,2021,"kig"
"2693","CLB134",4,143,2021,"kig"
"2694","JCA271",6,148,2021,"kig"
"2695","JCA288",4,149,2021,"kig"
"2696","JCA305",5,152,2021,"kig"
"2697","JCA310",6,144,2021,"kig"
"2698","JCA312",7,154,2021,"kig"
"2699","JCA315",3,154,2021,"kig"
"2700","JMT434",5,142,2021,"kig"
"2701","JMT493",1,146,2021,"kig"
"2702","JMT529",5,144,2021,"kig"
"2703","JMT572",5,149,2021,"kig"
"2704","JMT582",5,146,2021,"kig"
"2705","JMT600",6,152,2021,"kig"
"2706","JMT630",5,151,2021,"kig"
"2707","JMT637",5,162,2021,"kig"
"2708","JMT645",4,159,2021,"kig"
"2709","LRB127",5,143,2021,"kig"
"2710","LRB128",4,147,2021,"kig"
"2711","LRB130",5,148,2021,"kig"
"2712","LRB131",6,140,2021,"kig"
"2713","LRB132",5,144,2021,"kig"
"2714","LRB134",5,141,2021,"kig"
"2715","LRB136",6,149,2021,"kig"
"2716","LRB137",6,142,2021,"kig"
"2717","LRB138",5,144,2021,"kig"
"2718","LRB139",6,153,2021,"kig"
"2719","LRB140",5,155,2021,"kig"
"2720","LRB142",4,155,2021,"kig"
"2721","LRB143",2,151,2021,"kig"
"2722","LRB144",4,145,2021,"kig"
"2723","LRB145",5,144,2021,"kig"
"2724","LRB146",5,141,2021,"kig"
"2725","LRB147",3,145,2021,"kig"
"2726","LRB148",5,142,2021,"kig"
"2727","LRB149",5,149,2021,"kig"
"2728","LRB150",4,162,2021,"kig"
"2729","LRB151",5,158,2021,"kig"
"2730","PJL132",6,149,2021,"kig"
"2731","PJL148",3,146,2021,"kig"
"2732","PJL157",6,150,2021,"kig"
"2733","PJL162",6,152,2021,"kig"
"2734","PJL167",5,144,2021,"kig"
