"","Nest","maxclutch","year","site"
"2274","JR0015",5,2013,"kig"
"2275","JR0023",5,2013,"kig"
"2276","JR0030",6,2013,"kig"
"2277","JR0031",2,2013,"kig"
"2278","JR0036",4,2013,"kig"
"2279","JR0037",5,2013,"kig"
"2280","KP0001",5,2013,"kig"
"2281","KP0003",6,2013,"kig"
"2282","KP0004",3,2013,"kig"
"2283","KP0005",5,2013,"kig"
"2284","KP0007",5,2013,"kig"
"2285","KP0010",5,2013,"kig"
"2286","KP0011",5,2013,"kig"
"2287","KP0014",6,2013,"kig"
"2288","KP0016",4,2013,"kig"
"2289","KP0019",5,2013,"kig"
"2290","KP0021",5,2013,"kig"
"2291","KP0024",4,2013,"kig"
"2292","KP0029",3,2013,"kig"
"2293","KP0030",7,2013,"kig"
"2294","KP0031",5,2013,"kig"
"2295","KP0034",4,2013,"kig"
"2296","KP0035",3,2013,"kig"
"2297","KP0037",5,2013,"kig"
"2298","KP0038",5,2013,"kig"
"2299","KP0039",6,2013,"kig"
"2300","MG0001",6,2013,"kig"
"2301","MG0005",3,2013,"kig"
"2302","MG0006",4,2013,"kig"
"2303","MG0007",6,2013,"kig"
"2304","MG0008",6,2013,"kig"
"2305","MG0009",5,2013,"kig"
"2306","MG0010",4,2013,"kig"
"2307","MG0011",6,2013,"kig"
"2308","MG0015",5,2013,"kig"
"2309","MG0016",5,2013,"kig"
"2310","MG0017",6,2013,"kig"
"2311","MG0019",5,2013,"kig"
"2312","MG0020",4,2013,"kig"
"2313","MG0021",4,2013,"kig"
"2314","MG0022",5,2013,"kig"
"2315","MG0023",3,2013,"kig"
"2316","MG0024",6,2013,"kig"
"2317","MG0027",5,2013,"kig"
"2318","MG0028",5,2013,"kig"
"2319","MG0029",4,2013,"kig"
"2320","MG0030",5,2013,"kig"
"2321","MG0031",5,2013,"kig"
"2322","MG0033",5,2013,"kig"
"2323","MG0034",6,2013,"kig"
"2324","MG0036",6,2013,"kig"
"2325","MG0038",4,2013,"kig"
"2326","MG0039",5,2013,"kig"
"2327","MG0041",3,2013,"kig"
"2328","MG0042",5,2013,"kig"
"2329","MG0043",4,2013,"kig"
"2330","MG0044",5,2013,"kig"
"2331","MG0046",5,2013,"kig"
"2332","TH0002",2,2013,"kig"
"2333","TH0010",6,2013,"kig"
"2334","TH0012",6,2013,"kig"
"2335","TH0015",5,2013,"kig"
"2336","TH0017",4,2013,"kig"
"2337","TH0018",5,2013,"kig"
"2338","TH0019",5,2013,"kig"
"2339","TH0020",5,2013,"kig"
"2340","TH0021",6,2013,"kig"
"2341","TH0022",6,2013,"kig"
"2342","TH0023",5,2013,"kig"
"2343","TH0025",6,2013,"kig"
"2344","TH0026",5,2013,"kig"
"2345","TH0027",2,2013,"kig"
"2346","TH0029",3,2013,"kig"
"2347","TH0030",5,2013,"kig"
"2348","TH0031",4,2013,"kig"
"2349","TH0033",5,2013,"kig"
"2350","TH0034",4,2013,"kig"
"2351","TH0036",5,2013,"kig"
"2352","TH0040",6,2013,"kig"
"2353","TH0041",5,2013,"kig"
"2354","TH0042",5,2013,"kig"
"2355","TH0044",4,2013,"kig"
"2356","TH0045",4,2013,"kig"
"2357","BG002",4,2014,"kig"
"2358","CM002",3,2014,"kig"
"2359","CM003",6,2014,"kig"
"2360","CM005",2,2014,"kig"
"2361","CM006",5,2014,"kig"
"2362","CM007",6,2014,"kig"
"2363","CM009",5,2014,"kig"
"2364","CM010B",4,2014,"kig"
"2365","CM012",5,2014,"kig"
"2366","CM013",4,2014,"kig"
"2367","CM015",4,2014,"kig"
"2368","CM016",6,2014,"kig"
"2369","CM018",1,2014,"kig"
"2370","CM023",3,2014,"kig"
"2371","CM025",6,2014,"kig"
"2372","CM027",3,2014,"kig"
"2373","CM029",4,2014,"kig"
"2374","CM034",4,2014,"kig"
"2375","EW001",5,2014,"kig"
"2376","EW002",4,2014,"kig"
"2377","EW003",2,2014,"kig"
"2378","EW005",4,2014,"kig"
"2379","EW006",1,2014,"kig"
"2380","EW007",5,2014,"kig"
"2381","EW011",4,2014,"kig"
"2382","EW016",7,2014,"kig"
"2383","EW020",2,2014,"kig"
"2384","EW021",5,2014,"kig"
"2385","EW022",5,2014,"kig"
"2386","EW023",6,2014,"kig"
"2387","EW025",5,2014,"kig"
"2388","EW026",4,2014,"kig"
"2389","EW028",5,2014,"kig"
"2390","EW031",5,2014,"kig"
"2391","JB003",4,2014,"kig"
"2392","JB004",5,2014,"kig"
"2393","JB007",5,2014,"kig"
"2394","JB010",4,2014,"kig"
"2395","JB014",6,2014,"kig"
"2396","JB016",4,2014,"kig"
"2397","JB017",7,2014,"kig"
"2398","JB019",5,2014,"kig"
"2399","JB021",5,2014,"kig"
"2400","JB022",6,2014,"kig"
"2401","JB024",4,2014,"kig"
"2402","JB026",6,2014,"kig"
"2403","JB027",6,2014,"kig"
"2404","JB028",4,2014,"kig"
"2405","JB029",6,2014,"kig"
"2406","JB030",5,2014,"kig"
"2407","JB031",6,2014,"kig"
"2408","LB001",6,2014,"kig"
"2409","LB007",5,2014,"kig"
"2410","LB008",5,2014,"kig"
"2411","LB009",6,2014,"kig"
"2412","LB011",5,2014,"kig"
"2413","LB013",6,2014,"kig"
"2414","LB014",4,2014,"kig"
"2415","LB015",6,2014,"kig"
"2416","LB016",5,2014,"kig"
"2417","LB017",5,2014,"kig"
"2418","LB020",5,2014,"kig"
"2419","LB026",5,2014,"kig"
"2420","LB037",4,2014,"kig"
"2421","LB039",4,2014,"kig"
"2422","LB040",3,2014,"kig"
"2423","NG001",3,2014,"kig"
"2424","NG003",5,2014,"kig"
"2425","NG004",5,2014,"kig"
"2426","NG006",4,2014,"kig"
"2427","NG009",3,2014,"kig"
"2428","NG011",6,2014,"kig"
"2429","NG018",5,2014,"kig"
"2430","NG019",5,2014,"kig"
"2431","NG020",6,2014,"kig"
"2432","NG021",5,2014,"kig"
"2433","NG022",5,2014,"kig"
"2434","NG023",4,2014,"kig"
"2435","NG024",6,2014,"kig"
"2436","NG027",4,2014,"kig"
"2437","NG028",3,2014,"kig"
"2438","NG029",5,2014,"kig"
"2439","NG030",6,2014,"kig"
"2440","NG031",4,2014,"kig"
"2441","NG032",6,2014,"kig"
"2442","NG033",5,2014,"kig"
"2443","NG034",3,2014,"kig"
"2444","NG036",6,2014,"kig"
"2445","NG037",6,2014,"kig"
"2446","NG038",6,2014,"kig"
"2447","NG039",3,2014,"kig"
"2448","NG040",3,2014,"kig"
"2449","NG042",5,2014,"kig"
"2450","NG043",5,2014,"kig"
"2451","NG044",5,2014,"kig"
"2452","C08",6,2015,"kig"
"2453","C09",3,2015,"kig"
"2454","C10",6,2015,"kig"
"2455","C11",4,2015,"kig"
"2456","C12",6,2015,"kig"
"2457","C14",5,2015,"kig"
"2458","C16",4,2015,"kig"
"2459","C18",5,2015,"kig"
"2460","C20",3,2015,"kig"
"2461","C22",4,2015,"kig"
"2462","C23",2,2015,"kig"
"2463","C24",3,2015,"kig"
"2464","C25",5,2015,"kig"
"2465","C27",3,2015,"kig"
"2466","C28",6,2015,"kig"
"2467","C29",3,2015,"kig"
"2468","C30",4,2015,"kig"
"2469","C32",5,2015,"kig"
"2470","C33",3,2015,"kig"
"2471","C35",3,2015,"kig"
"2472","C38",2,2015,"kig"
"2473","I01",5,2015,"kig"
"2474","I02",5,2015,"kig"
"2475","I03",5,2015,"kig"
"2476","I04",5,2015,"kig"
"2477","I09",5,2015,"kig"
"2478","I10",6,2015,"kig"
"2479","I11",5,2015,"kig"
"2480","I12",5,2015,"kig"
"2481","I13",6,2015,"kig"
"2482","I19",4,2015,"kig"
"2483","I21",4,2015,"kig"
"2484","I26",4,2015,"kig"
"2485","I27",4,2015,"kig"
"2486","I28",1,2015,"kig"
"2487","I29",6,2015,"kig"
"2488","I33",4,2015,"kig"
"2489","I34",4,2015,"kig"
"2490","I35",2,2015,"kig"
"2491","I36",6,2015,"kig"
"2492","I37",5,2015,"kig"
"2493","K01",2,2015,"kig"
"2494","M02",6,2015,"kig"
"2495","M05",3,2015,"kig"
"2496","M08",5,2015,"kig"
"2497","M12",3,2015,"kig"
"2498","M13",5,2015,"kig"
"2499","M14",4,2015,"kig"
"2500","M15",5,2015,"kig"
"2501","M16",4,2015,"kig"
"2502","M18",4,2015,"kig"
"2503","M20",6,2015,"kig"
"2504","M21",5,2015,"kig"
"2505","M23",5,2015,"kig"
"2506","M27",5,2015,"kig"
"2507","M29",3,2015,"kig"
"2508","M31",1,2015,"kig"
"2509","M32",1,2015,"kig"
"2510","M36",4,2015,"kig"
"2511","M38",5,2015,"kig"
"2512","M39",3,2015,"kig"
"2513","M40",2,2015,"kig"
"2514","AGB017",5,2019,"kig"
"2515","AGB019",6,2019,"kig"
"2516","AGB041",5,2019,"kig"
"2517","AGB047",5,2019,"kig"
"2518","AGB049",6,2019,"kig"
"2519","AGB050",5,2019,"kig"
"2520","AGB051",4,2019,"kig"
"2521","AGB054",3,2019,"kig"
"2522","AGB055",3,2019,"kig"
"2523","AGB056",5,2019,"kig"
"2524","AGB057",4,2019,"kig"
"2525","AGB058",4,2019,"kig"
"2526","AGB066",5,2019,"kig"
"2527","AGB069",4,2019,"kig"
"2528","AGB072",5,2019,"kig"
"2529","AGB074",4,2019,"kig"
"2530","AGB075",5,2019,"kig"
"2531","AGB076",6,2019,"kig"
"2532","AGB078",5,2019,"kig"
"2533","AGB079",3,2019,"kig"
"2534","AGB080",5,2019,"kig"
"2535","AGB087",3,2019,"kig"
"2536","AGB088",4,2019,"kig"
"2537","AGB092",3,2019,"kig"
"2538","AGB093",3,2019,"kig"
"2539","AGB095",5,2019,"kig"
"2540","BLD202",6,2019,"kig"
"2541","BLD215",5,2019,"kig"
"2542","BLD216",5,2019,"kig"
"2543","BLD218",6,2019,"kig"
"2544","BLD226",5,2019,"kig"
"2545","BLD228",6,2019,"kig"
"2546","BLD235",6,2019,"kig"
"2547","BLD254",4,2019,"kig"
"2548","BLD255",5,2019,"kig"
"2549","DJR001",4,2019,"kig"
"2550","DJR002",3,2019,"kig"
"2551","DJR003",4,2019,"kig"
"2552","DJR004",6,2019,"kig"
"2553","DJR005",5,2019,"kig"
"2554","DJR006",5,2019,"kig"
"2555","DJR007",4,2019,"kig"
"2556","DJR008",5,2019,"kig"
"2557","DJR009",5,2019,"kig"
"2558","DJR010",6,2019,"kig"
"2559","DJR011",4,2019,"kig"
"2560","DJR012",5,2019,"kig"
"2561","DJR013",5,2019,"kig"
"2562","DJR014",5,2019,"kig"
"2563","DJR016",5,2019,"kig"
"2564","DJR017",6,2019,"kig"
"2565","DJR018",6,2019,"kig"
"2566","DJR019",3,2019,"kig"
"2567","DJR020",5,2019,"kig"
"2568","DJR021",5,2019,"kig"
"2569","DJR022",6,2019,"kig"
"2570","DJR023",6,2019,"kig"
"2571","DJR024",4,2019,"kig"
"2572","DJR025",4,2019,"kig"
"2573","DJR026",5,2019,"kig"
"2574","DJR029",3,2019,"kig"
"2575","DJR030",5,2019,"kig"
"2576","JAM001",6,2019,"kig"
"2577","JAM002",4,2019,"kig"
"2578","JAM003",4,2019,"kig"
"2579","JAM006",5,2019,"kig"
"2580","JAM007",6,2019,"kig"
"2581","JAM008",4,2019,"kig"
"2582","JAM009",4,2019,"kig"
"2583","JAM010",5,2019,"kig"
"2584","JAM011",4,2019,"kig"
"2585","JAM012",4,2019,"kig"
"2586","JCA041",3,2019,"kig"
"2587","JCA044",6,2019,"kig"
"2588","JCA047",5,2019,"kig"
"2589","JCA053",5,2019,"kig"
"2590","JCA059",5,2019,"kig"
"2591","JCA061",5,2019,"kig"
"2592","JCA066",4,2019,"kig"
"2593","JMT219",6,2019,"kig"
"2594","JMT235",6,2019,"kig"
"2595","JMT236",6,2019,"kig"
"2596","JMT241",2,2019,"kig"
"2597","JMT242",5,2019,"kig"
"2598","JMT243",5,2019,"kig"
"2599","JMT244",5,2019,"kig"
"2600","JMT245",3,2019,"kig"
"2601","JMT246",4,2019,"kig"
"2602","JMT247",4,2019,"kig"
"2603","JMT248",1,2019,"kig"
"2604","JMT249",6,2019,"kig"
"2605","JMT250",4,2019,"kig"
"2606","JMT254",6,2019,"kig"
"2607","JMT255",6,2019,"kig"
"2608","JMT258",4,2019,"kig"
"2609","JMT260",5,2019,"kig"
"2610","MLB002",4,2019,"kig"
"2611","MLB003",5,2019,"kig"
"2612","MLB005",4,2019,"kig"
"2613","MLB006",6,2019,"kig"
"2614","MLB008",3,2019,"kig"
"2615","MLB009",5,2019,"kig"
"2616","MLB010",5,2019,"kig"
"2617","MLB011",4,2019,"kig"
"2618","MLB012",4,2019,"kig"
"2619","MLB013",5,2019,"kig"
"2620","MLB014",5,2019,"kig"
"2621","MLB015",5,2019,"kig"
"2622","MLB016",6,2019,"kig"
"2623","MLB017",5,2019,"kig"
"2624","MLB018",3,2019,"kig"
"2625","RJF204",5,2019,"kig"
"2626","RJF230",5,2019,"kig"
"2627","RJF234",5,2019,"kig"
"2628","RJF238",6,2019,"kig"
"2629","RJF249",6,2019,"kig"
"2630","RJF250",4,2019,"kig"
"2631","RJF251",5,2019,"kig"
"2632","RJF252",6,2019,"kig"
"2633","RJF253",3,2019,"kig"
"2634","RJF254",6,2019,"kig"
"2635","RJF255",6,2019,"kig"
"2636","RJF256",4,2019,"kig"
"2637","RJF257",4,2019,"kig"
"2638","RJF259",4,2019,"kig"
"2639","RJF262",6,2019,"kig"
"2640","RJF266",5,2019,"kig"
"2641","RJF270",3,2019,"kig"
"2642","RJF273",4,2019,"kig"
"2643","RJF277",4,2019,"kig"
"2644","TCD001",5,2019,"kig"
"2645","TCD002",5,2019,"kig"
"2646","TCD003",4,2019,"kig"
"2647","TCD004",4,2019,"kig"
"2648","TCD005",5,2019,"kig"
"2649","TCD006",6,2019,"kig"
"2650","TCD007",4,2019,"kig"
"2651","TCD008",4,2019,"kig"
"2652","TCD011",4,2019,"kig"
"2653","TCD012",3,2019,"kig"
"2654","TCD013",6,2019,"kig"
"2655","TCD014",6,2019,"kig"
"2656","TCD015",5,2019,"kig"
"2657","TCD016",3,2019,"kig"
"2658","TCD017",6,2019,"kig"
"2659","TCD018",3,2019,"kig"
"2660","TCD019",4,2019,"kig"
"2661","TCD020",3,2019,"kig"
"2662","TCD021",3,2019,"kig"
"2663","TCD022",5,2019,"kig"
"2664","TCD023",6,2019,"kig"
"2665","TCD027",4,2019,"kig"
"2666","TCD028",5,2019,"kig"
"2667","TCD029",3,2019,"kig"
"2668","TCD030",5,2019,"kig"
"2669","TCD031",4,2019,"kig"
"2670","TCD032",4,2019,"kig"
"2671","CLB108",3,2021,"kig"
"2672","CLB109",5,2021,"kig"
"2673","CLB114",6,2021,"kig"
"2674","CLB115",5,2021,"kig"
"2675","CLB116",5,2021,"kig"
"2676","CLB117",5,2021,"kig"
"2677","CLB118",5,2021,"kig"
"2678","CLB119",6,2021,"kig"
"2679","CLB120",6,2021,"kig"
"2680","CLB121",5,2021,"kig"
"2681","CLB122",5,2021,"kig"
"2682","CLB123",6,2021,"kig"
"2683","CLB124",6,2021,"kig"
"2684","CLB125",7,2021,"kig"
"2685","CLB126",4,2021,"kig"
"2686","CLB127",5,2021,"kig"
"2687","CLB128",6,2021,"kig"
"2688","CLB129",5,2021,"kig"
"2689","CLB130",4,2021,"kig"
"2690","CLB131",5,2021,"kig"
"2691","CLB132",3,2021,"kig"
"2692","CLB133",6,2021,"kig"
"2693","CLB134",4,2021,"kig"
"2694","JCA271",6,2021,"kig"
"2695","JCA288",4,2021,"kig"
"2696","JCA305",5,2021,"kig"
"2697","JCA310",6,2021,"kig"
"2698","JCA312",7,2021,"kig"
"2699","JCA315",3,2021,"kig"
"2700","JMT434",5,2021,"kig"
"2701","JMT493",1,2021,"kig"
"2702","JMT529",5,2021,"kig"
"2703","JMT572",5,2021,"kig"
"2704","JMT582",5,2021,"kig"
"2705","JMT600",6,2021,"kig"
"2706","JMT630",5,2021,"kig"
"2707","JMT637",5,2021,"kig"
"2708","JMT645",4,2021,"kig"
"2709","LRB127",5,2021,"kig"
"2710","LRB128",4,2021,"kig"
"2711","LRB130",5,2021,"kig"
"2712","LRB131",6,2021,"kig"
"2713","LRB132",5,2021,"kig"
"2714","LRB134",5,2021,"kig"
"2715","LRB136",6,2021,"kig"
"2716","LRB137",6,2021,"kig"
"2717","LRB138",5,2021,"kig"
"2718","LRB139",6,2021,"kig"
"2719","LRB140",5,2021,"kig"
"2720","LRB142",4,2021,"kig"
"2721","LRB143",2,2021,"kig"
"2722","LRB144",4,2021,"kig"
"2723","LRB145",5,2021,"kig"
"2724","LRB146",5,2021,"kig"
"2725","LRB147",3,2021,"kig"
"2726","LRB148",5,2021,"kig"
"2727","LRB149",5,2021,"kig"
"2728","LRB150",4,2021,"kig"
"2729","LRB151",5,2021,"kig"
"2730","PJL132",6,2021,"kig"
"2731","PJL148",3,2021,"kig"
"2732","PJL157",6,2021,"kig"
"2733","PJL162",6,2021,"kig"
"2734","PJL167",5,2021,"kig"
"2735","PJL169",6,2021,"kig"
"2736","RJF564",5,2021,"kig"
"2737","RJF571",6,2021,"kig"
"2738","RJF607",5,2021,"kig"
"2739","RJF609",6,2021,"kig"
"2740","RJF610",6,2021,"kig"
"2741","RJF618",5,2021,"kig"
"2742","RJF619",6,2021,"kig"
"2743","RJF621",4,2021,"kig"
"2744","RJF624",5,2021,"kig"
"2745","RJF625",6,2021,"kig"
"2746","RJF626",6,2021,"kig"
"2747","RJF627",5,2021,"kig"
"2748","RJF628",7,2021,"kig"
"2749","RJF629",4,2021,"kig"
"2750","RJF631",5,2021,"kig"
"2751","RJF632",5,2021,"kig"
"2752","RJF633",4,2021,"kig"
"2753","RJF634",5,2021,"kig"
"2754","RJF636",6,2021,"kig"
"2755","RJF637",5,2021,"kig"
"2756","RJF638",6,2021,"kig"
"2757","RJF639",5,2021,"kig"
"2758","RJF640",4,2021,"kig"
"2759","RJF641",5,2021,"kig"
"2760","RJF642",4,2021,"kig"
"2761","RJF643",5,2021,"kig"
"2762","RJF646",5,2021,"kig"
"2763","RJF647",4,2021,"kig"
"2764","RJF648",6,2021,"kig"
"2765","10-BJH003",5,2010,"utq"
"2766","10-BJH011",5,2010,"utq"
"2767","10-DES024",4,2010,"utq"
"2768","10-DES027",3,2010,"utq"
"2769","10-GAS002",4,2010,"utq"
"2770","10-KEO018",3,2010,"utq"
"2771","10-KEO020",4,2010,"utq"
"2772","10-KJB003",1,2010,"utq"
"2773","10-KJB012",3,2010,"utq"
"2774","10-KJB014",5,2010,"utq"
"2775","10-LLS003",1,2010,"utq"
"2776","10-LLS013",2,2010,"utq"
"2777","10-PLB001",5,2010,"utq"
"2778","10-SMN005",4,2010,"utq"
"2779","10-SMN006",5,2010,"utq"
"2780","11-AJS019",4,2011,"utq"
"2781","11-AJS022",4,2011,"utq"
"2782","11-AJS025",6,2011,"utq"
"2783","11-AJS031",6,2011,"utq"
"2784","11-CAA002",3,2011,"utq"
"2785","11-DES023",2,2011,"utq"
"2786","11-JMC013",4,2011,"utq"
"2787","11-JTN008",3,2011,"utq"
"2788","11-KER017",5,2011,"utq"
"2789","11-MCZ027",5,2011,"utq"
"2790","11-MJM012",6,2011,"utq"
"2791","11-NCS003",4,2011,"utq"
"2792","11-NRD013",4,2011,"utq"
"2793","11-NRD027",4,2011,"utq"
"2794","11-NRD030",5,2011,"utq"
"2795","11-SBF008",6,2011,"utq"
"2796","12-EKW012",6,2012,"utq"
"2797","12-JJN009",5,2012,"utq"
"2798","12-JJN016",5,2012,"utq"
"2799","12-KEO001",6,2012,"utq"
"2800","12-MCZ026",3,2012,"utq"
"2801","12-MCZ048",4,2012,"utq"
"2802","12-MLS014",6,2012,"utq"
"2803","12-MLS015",4,2012,"utq"
"2804","12-MLS025",5,2012,"utq"
"2805","12-MTW041",4,2012,"utq"
"2806","12-MTW044",5,2012,"utq"
"2807","12-MTW053",3,2012,"utq"
"2808","12-MTW055",6,2012,"utq"
"2809","12-RRG007",5,2012,"utq"
"2810","12-SAM010",6,2012,"utq"
"2811","12-VC009",3,2012,"utq"
"2812","13-ACL017",6,2013,"utq"
"2813","13-ACL019",4,2013,"utq"
"2814","13-ACL022",6,2013,"utq"
"2815","13-BES005",1,2013,"utq"
"2816","13-CRG028",5,2013,"utq"
"2817","13-DEG030",4,2013,"utq"
"2818","13-DES005",2,2013,"utq"
"2819","13-FOX004",4,2013,"utq"
"2820","13-KAD026",6,2013,"utq"
"2821","13-MWM023",5,2013,"utq"
"2822","13-MWM034",3,2013,"utq"
"2823","13-MWM035",5,2013,"utq"
"2824","13-SKM022",7,2013,"utq"
"2825","13-SKM030",3,2013,"utq"
"2826","13-SPT015",5,2013,"utq"
"2827","14-DPJ033",4,2014,"utq"
"2828","14-DPJ049",1,2014,"utq"
"2829","14-EEU029",6,2014,"utq"
"2830","14-EEU031",5,2014,"utq"
"2831","14-EEU035",5,2014,"utq"
"2832","14-EEU037",5,2014,"utq"
"2833","14-FOX002",6,2014,"utq"
"2834","14-LRK058",5,2014,"utq"
"2835","14-LRK059",2,2014,"utq"
"2836","14-MTW053",4,2014,"utq"
"2837","14-MTW093",4,2014,"utq"
"2838","14-MTW095",6,2014,"utq"
"2839","14-MTW096",6,2014,"utq"
"2840","14-MTW103",5,2014,"utq"
"2841","14-MWM015",4,2014,"utq"
"2842","14-MWM055",4,2014,"utq"
"2843","14-SMH015",6,2014,"utq"
"2844","15-ERY012",4,2015,"utq"
"2845","15-ERY015",4,2015,"utq"
"2846","15-ERY021",6,2015,"utq"
"2847","15-HCC013",5,2015,"utq"
"2848","15-MCM015",5,2015,"utq"
"2849","15-MCM045",5,2015,"utq"
"2850","15-NRG003",5,2015,"utq"
"2851","15-NRG019",4,2015,"utq"
"2852","15-NRG022",3,2015,"utq"
"2853","15-QMB003",5,2015,"utq"
"2854","15-SEY026",1,2015,"utq"
"2855","15-SEY027",5,2015,"utq"
"2856","15-SOT005",6,2015,"utq"
"2857","15-SOT010",5,2015,"utq"
"2858","16-ARB005",5,2016,"utq"
"2859","16-DCB025",2,2016,"utq"
"2860","16-DCB030",4,2016,"utq"
"2861","16-DCB034",5,2016,"utq"
"2862","16-DCB041",4,2016,"utq"
"2863","16-DLC007",3,2016,"utq"
"2864","16-FOX001",3,2016,"utq"
"2865","16-M_N006",4,2016,"utq"
"2866","16-MAP022",4,2016,"utq"
"2867","16-MAP026",3,2016,"utq"
"2868","16-MAP027",3,2016,"utq"
"2869","16-MAP028",4,2016,"utq"
"2870","16-SEY029",3,2016,"utq"
"2871","16-SEY036",4,2016,"utq"
"2872","16-SEY038",1,2016,"utq"
"2873","16-SEY045",5,2016,"utq"
"2874","16-SEY046",2,2016,"utq"
"2875","16-SEY047",5,2016,"utq"
"2876","16-SIA026",5,2016,"utq"
"2877","17-AES033",4,2017,"utq"
"2878","17-BAY013",5,2017,"utq"
"2879","17-BAY024",5,2017,"utq"
"2880","17-CRD044",5,2017,"utq"
"2881","17-JAH029",2,2017,"utq"
"2882","17-JGN001",5,2017,"utq"
"2883","17-MWM058",4,2017,"utq"
"2884","17-NJM050",3,2017,"utq"
"2885","17-NRG043",4,2017,"utq"
"2886","18-CRD033",5,2018,"utq"
"2887","18-CRD042",5,2018,"utq"
"2888","18-EFA007",2,2018,"utq"
"2889","18-KLL036",4,2018,"utq"
"2890","18-MWM037",8,2018,"utq"
"2891","18-MWM044",2,2018,"utq"
"2892","18-MWM047",4,2018,"utq"
"2893","18-MWM059",5,2018,"utq"
"2894","18-MWM067",5,2018,"utq"
"2895","18-MWM070",3,2018,"utq"
"2896","18-NRG039",5,2018,"utq"
"2897","18-SPP004",4,2018,"utq"
"2898","18-SPP038",5,2018,"utq"
"2899","18-SPP057",4,2018,"utq"
"2900","18-SPP066",2,2018,"utq"
"2901","19-CHT024",5,2019,"utq"
"2902","19-CHT036",5,2019,"utq"
"2903","19-CHT090",5,2019,"utq"
"2904","19-CHT092",5,2019,"utq"
"2905","19-CHT093",3,2019,"utq"
"2906","19-ERP033",5,2019,"utq"
"2907","19-ERP034",5,2019,"utq"
"2908","19-ERP035",6,2019,"utq"
"2909","19-ERP040",5,2019,"utq"
"2910","19-ERP044",6,2019,"utq"
"2911","19-JRL008",6,2019,"utq"
"2912","19-JRM006",5,2019,"utq"
"2913","19-JRM041",5,2019,"utq"
"2914","19-MWM026",5,2019,"utq"
"2915","19-MWM058",4,2019,"utq"
"2916","19-MWM086",4,2019,"utq"
"2917","19-MWM088",5,2019,"utq"
"2918","19-NDG009",5,2019,"utq"
"2919","19-NDG069",3,2019,"utq"
"2920","19-NOC017",4,2019,"utq"
"2921","19-NOC027",3,2019,"utq"
"2922","19-NOC058",6,2019,"utq"
"2923","19-NOC059",5,2019,"utq"
"2924","19-NRG046",5,2019,"utq"
"2925","19-NRG047",5,2019,"utq"
"2926","19-NRG060",5,2019,"utq"
"2927","19-NRG069",4,2019,"utq"
"2928","19-NRG071",4,2019,"utq"
"2929","19-NRG073",4,2019,"utq"
"2930","19-RIC042",3,2019,"utq"
"2931","19-SMS091",5,2019,"utq"
"2932","19-TSC035",4,2019,"utq"
"2933","19-TSC071",2,2019,"utq"
